Generation,IndividualID,FrontRank,ShortMA,LongMA,BuyThresh,SellThresh,StopLoss,TakeProfit,ROI,Risk,WinRate,CrowdingDistance
121,0,0,20,57,8.119088,1.618150,6.926329,6.208137,894.223908,-0.314130,65.501470,inf
121,1,0,25,38,4.646637,4.346042,9.884233,0.519410,241.364246,-0.209683,75.217658,inf
121,2,0,23,30,6.667016,2.367337,4.439430,0.848077,114.231507,-1.031161,92.822967,inf
121,3,0,25,31,7.978949,4.820598,6.015172,5.544475,28.075157,-31.835982,83.333333,inf
121,4,0,25,31,7.978949,4.202845,6.015172,5.896360,28.075157,-31.835982,83.333333,inf
121,5,0,26,60,9.269143,9.672804,8.014475,2.216479,772.979616,-0.352763,73.991654,1.132046
121,6,0,25,31,7.558352,3.377963,3.806659,5.477395,29.400378,-12.397965,83.333333,0.577524
121,7,0,25,31,7.879258,4.571706,5.642087,5.384698,28.402025,-30.626473,83.333333,0.576749
121,8,0,25,38,4.638493,5.138280,9.885975,0.519385,241.364246,-0.209683,75.217658,0.431254
121,9,0,25,31,7.525167,3.384052,4.510117,6.171337,32.823395,-8.057343,83.333333,0.298192
121,10,0,23,30,6.762734,0.192229,8.837797,6.843136,110.585802,-2.024336,89.204545,0.214894
121,11,0,25,31,7.532771,3.365321,4.588296,5.821352,29.400378,-12.397965,83.333333,0.214894
121,12,0,23,30,6.737735,1.319720,5.321921,6.884810,127.978715,-1.576541,89.898990,0.141577
121,13,0,25,31,7.519756,4.478560,4.735209,6.131821,32.823395,-8.057343,83.333333,0.141199
121,14,0,25,31,7.541077,3.364201,4.591367,5.832255,29.400378,-12.397965,83.333333,0.141199
121,15,0,25,31,7.445615,2.616293,5.559677,8.250543,33.817858,-4.363228,83.333333,0.117953
121,16,0,25,31,7.519730,4.496231,4.729777,6.176441,32.823395,-8.057343,83.333333,0.116805
121,17,0,25,31,7.518559,4.406405,4.568051,6.642109,42.715615,-3.107068,83.333333,0.070412
121,18,0,23,30,6.651861,1.245900,4.209396,3.589019,93.806776,-1.396568,91.287879,0.038794
121,19,0,25,31,7.879258,4.571706,5.642087,5.384698,28.402025,-30.626473,83.333333,0.038244
121,20,0,23,30,6.663092,1.939150,4.549341,3.921534,74.049994,-1.457182,91.287879,0.036539
121,21,0,23,30,6.767894,0.100000,8.590211,6.887968,110.585802,-2.024336,89.204545,0.036537
121,22,0,23,30,6.737507,0.100000,8.533041,6.782744,110.585802,-2.024336,89.204545,0.036211
121,23,0,23,30,6.691870,0.100000,5.165642,6.117642,121.223630,-1.468648,90.454545,0.031065
121,24,0,23,30,6.745498,1.343757,5.197878,7.150238,127.978715,-1.576541,89.898990,0.029539
121,25,0,23,30,6.668195,0.158919,8.026852,6.129668,121.049002,-1.913966,89.898990,0.025418
121,26,0,23,30,6.672447,1.591651,4.416179,0.755533,114.231507,-1.031161,92.822967,0.022840
121,27,0,23,30,6.692910,0.100000,5.174288,6.121361,121.223630,-1.468648,90.454545,0.022340
121,28,0,25,30,6.199917,4.278511,4.730861,6.093118,41.645635,-3.446150,83.333333,0.019903
121,29,0,25,31,7.545287,1.663559,4.297114,8.255037,34.828707,-3.826707,83.333333,0.019903
121,30,0,23,30,6.688882,0.100000,7.171965,4.001853,88.027361,-1.477491,90.454545,0.019269
121,31,0,23,30,6.743119,4.824897,4.406846,2.227277,102.595537,-1.237806,92.121212,0.018291
121,32,0,25,31,7.549764,1.649749,4.302387,8.337116,34.828707,-3.826707,83.333333,0.018131
121,33,0,25,31,7.441613,2.622451,5.529836,7.538085,33.817858,-4.363228,83.333333,0.018131
121,34,0,23,30,6.668600,1.922329,4.568690,3.920183,74.049994,-1.457182,91.287879,0.016433
121,35,0,23,30,6.661037,1.692375,4.253126,3.733854,96.687527,-1.393334,91.608392,0.016193
121,36,0,23,30,6.675807,1.142862,4.235672,3.580360,96.687527,-1.393334,91.608392,0.015159
121,37,0,23,30,6.651736,1.138109,4.213655,3.515640,93.806776,-1.396568,91.287879,0.015159
121,38,0,23,30,6.651936,0.302813,4.311155,3.018788,100.752623,-1.247865,91.883117,0.014315
121,39,0,23,30,6.668036,0.157476,7.620417,6.089472,121.049002,-1.913966,89.898990,0.010871
121,40,0,23,30,6.654631,2.125376,4.581799,1.454468,112.297349,-1.158648,92.513369,0.010325
121,41,0,23,30,6.746517,0.421590,4.707102,3.032022,98.543371,-1.266977,91.883117,0.010055
121,42,0,25,30,6.210666,4.258766,5.059164,6.009944,41.645635,-3.446150,83.333333,0.009083
121,43,0,25,31,7.959892,2.634604,5.540835,6.510821,41.993778,-3.171589,83.333333,0.008681
121,44,0,23,30,6.680539,0.642915,5.151091,5.727683,122.718788,-1.447825,90.454545,0.007693
121,45,0,23,30,6.734362,2.823360,4.770178,2.095313,113.343385,-1.226695,92.329545,0.007625
121,46,0,23,30,6.747991,0.189750,4.352904,2.489956,102.595537,-1.237806,92.121212,0.007625
121,47,0,23,30,6.674858,2.397451,4.324376,1.015050,115.434913,-1.086089,92.676768,0.007319
121,48,0,23,30,6.690542,0.100000,7.594258,4.075776,88.027361,-1.477491,90.454545,0.006952
121,49,0,23,30,6.621828,1.791702,4.521923,1.978113,115.717320,-1.209903,92.329545,0.006728
121,50,0,23,30,6.746517,0.421590,4.333692,3.032022,98.543371,-1.266977,91.883117,0.006138
121,51,0,23,30,6.621248,1.661912,4.826915,1.091348,118.905428,-1.128421,92.513369,0.005981
121,52,0,23,30,6.648371,2.467769,4.299998,0.990032,117.682636,-1.064390,92.676768,0.005351
121,53,0,23,30,6.659416,1.361167,4.434920,0.855067,114.231507,-1.031161,92.822967,0.005351
121,54,0,23,30,6.652916,1.663940,4.431918,1.520535,115.717320,-1.209903,92.329545,0.003890
121,55,0,23,30,6.684725,0.152832,7.971143,5.935007,119.565054,-1.964417,89.898990,0.003309
121,56,0,23,30,6.655567,0.180823,7.983709,5.933460,121.049002,-1.913966,89.898990,0.003309
121,57,0,23,30,6.747227,0.419060,4.678428,3.010262,98.543371,-1.266977,91.883117,0.003155
121,58,0,23,30,6.622413,1.642371,4.288942,0.955914,117.682636,-1.064390,92.676768,0.002955
121,59,0,25,31,7.531198,4.406044,4.555628,6.637190,42.715615,-3.107068,83.333333,0.002873
121,60,0,23,30,6.684479,0.190275,7.827849,5.801307,119.565054,-1.964417,89.898990,0.002656
121,61,0,23,30,6.649221,1.370012,4.403472,0.840409,117.682636,-1.064390,92.676768,0.002462
121,62,0,25,31,7.959892,2.634604,5.540835,6.510821,41.993778,-3.171589,83.333333,0.002442
121,63,0,23,30,6.621248,1.661912,4.743300,1.091348,118.905428,-1.128421,92.513369,0.002368
