Generation,IndividualID,FrontRank,ShortMA,LongMA,BuyThresh,SellThresh,StopLoss,TakeProfit,ROI,Risk,WinRate,CrowdingDistance
271,0,0,23,30,8.305037,9.009982,10.000000,6.867617,23.589621,-55.475638,83.333333,inf
271,1,0,23,30,8.284864,9.116351,10.000000,6.867499,23.589621,-55.475638,83.333333,inf
271,2,0,29,36,2.546805,4.811396,8.017877,0.840858,964.685248,-0.337676,77.214822,inf
271,3,0,29,36,2.518937,4.930143,8.277110,0.837293,1075.368247,-0.338312,76.902575,inf
271,4,0,23,30,6.676256,8.971994,4.420377,0.840291,114.231507,-1.031161,92.822967,inf
271,5,0,28,46,5.366438,5.851921,9.998963,6.305961,883.357612,-0.395799,72.405964,inf
271,6,0,22,30,9.836931,4.541939,10.000000,7.027392,24.373985,-22.586284,83.333333,0.597238
271,7,0,30,37,2.988504,5.457323,6.822647,0.870740,626.199425,-0.371964,77.508154,0.389633
271,8,0,22,30,7.561914,7.389455,4.999346,6.842704,113.375933,-1.451183,89.898990,0.322132
271,9,0,22,30,9.694220,4.469895,10.000000,7.024806,35.261202,-17.349202,83.333333,0.321578
271,10,0,30,38,4.345919,6.454253,6.334389,0.933942,320.797025,-0.444062,81.515446,0.294061
271,11,0,28,46,5.394652,5.813234,9.998913,6.306390,880.116274,-0.388631,72.521644,0.241417
271,12,0,30,37,2.998102,5.474021,6.828096,0.852268,626.199425,-0.371964,77.508154,0.241417
271,13,0,28,46,5.394690,5.813669,9.998908,6.306390,880.116274,-0.388631,72.521644,0.214875
271,14,0,22,30,9.112672,6.883928,9.754685,7.926646,55.932816,-12.622394,83.333333,0.157148
271,15,0,23,30,7.286124,6.384862,10.000000,7.956353,76.470066,-5.041258,83.333333,0.157020
271,16,0,30,37,4.098621,4.601292,4.854930,1.144490,217.368481,-0.538002,79.522396,0.150046
271,17,0,29,36,2.530546,4.799039,8.002270,0.841006,1075.368247,-0.338312,76.902575,0.121138
271,18,0,22,30,9.821039,4.544949,10.000000,6.988179,24.373985,-22.586284,83.333333,0.105333
271,19,0,22,30,9.751269,4.563803,9.769266,6.771910,35.261202,-17.349202,83.333333,0.096078
271,20,0,22,30,9.750368,4.560835,9.809453,7.023313,35.261202,-17.349202,83.333333,0.094981
271,21,0,29,36,2.546805,4.811396,8.017877,0.840858,964.685248,-0.337676,77.214822,0.091702
271,22,0,22,30,9.137736,6.872567,9.754912,7.931269,55.932816,-12.622394,83.333333,0.085727
271,23,0,27,32,3.723701,6.705058,4.666578,1.197892,150.970137,-0.529096,81.143744,0.066211
271,24,0,30,37,4.103610,5.285117,6.103788,1.077019,206.332650,-0.483853,80.039570,0.065897
271,25,0,30,38,4.447005,4.837687,6.293434,1.004108,260.357719,-0.447567,81.678969,0.050946
271,26,0,22,30,7.615266,7.492164,5.222350,6.741035,113.375933,-1.451183,89.898990,0.049597
271,27,0,22,30,7.618248,8.469110,4.654980,4.068423,77.151263,-1.469705,90.909091,0.049474
271,28,0,27,32,3.776947,7.132646,4.861269,1.418277,143.922569,-0.580438,82.595310,0.045846
271,29,0,30,38,4.221549,5.274006,10.000000,0.784373,277.928293,-0.404659,82.509421,0.040032
271,30,0,27,32,3.776996,6.761372,4.861668,1.087084,150.297425,-0.567570,83.240015,0.037871
271,31,0,23,30,6.958196,7.448496,9.988336,6.250631,86.892399,-3.245400,83.333333,0.033686
271,32,0,30,37,4.117417,5.241863,4.842518,1.136416,212.866132,-0.552363,79.641137,0.031594
271,33,0,22,30,7.639216,7.140143,4.100381,3.476966,100.192158,-1.456126,91.287879,0.028433
271,34,0,22,30,7.648560,8.387641,4.764997,4.117067,77.151263,-1.469705,90.909091,0.026770
271,35,0,23,30,6.656512,7.496380,9.949892,6.180439,137.511956,-2.757492,83.333333,0.024872
271,36,0,22,30,7.628336,7.175306,4.097074,3.572630,100.192158,-1.456126,91.287879,0.024056
271,37,0,22,30,7.617519,7.275324,4.019208,3.231918,105.721186,-1.422361,91.608392,0.022473
271,38,0,22,31,9.531739,6.354649,10.000000,8.317618,81.333649,-4.405566,83.333333,0.021041
271,39,0,30,38,4.276107,3.743465,6.327712,1.409302,308.445298,-0.460038,80.518602,0.020929
271,40,0,30,38,4.229174,5.216686,8.646712,0.879821,294.625733,-0.405274,81.823400,0.020883
271,41,0,30,38,4.407395,4.803359,6.332628,0.903673,264.752996,-0.440339,82.197932,0.020881
271,42,0,22,30,9.664886,4.602069,9.910636,7.005391,35.261202,-17.349202,83.333333,0.019654
271,43,0,22,30,9.272684,6.720385,9.656766,7.824334,55.932816,-12.622394,83.333333,0.019526
271,44,0,30,38,4.407395,4.803359,6.332628,0.903673,264.752996,-0.440339,82.197932,0.019503
271,45,0,30,38,4.441373,6.582683,6.627806,1.425754,271.918087,-0.473831,81.420875,0.019288
271,46,0,22,30,7.632976,8.397849,4.773395,4.066201,77.151263,-1.469705,90.909091,0.018553
271,47,0,30,38,4.311008,3.883759,6.395905,1.410286,308.222227,-0.465189,80.307483,0.015611
271,48,0,23,30,6.693436,7.485411,9.949826,6.183090,135.917488,-2.896528,83.333333,0.015157
271,49,0,22,30,7.587963,5.983148,4.128290,3.216203,114.678687,-1.421060,91.883117,0.014754
271,50,0,30,38,4.353980,5.582263,8.574021,2.732603,293.371072,-0.486530,79.942274,0.014749
271,51,0,30,38,4.349181,5.594390,8.509996,2.676176,293.371072,-0.486530,79.942274,0.014731
271,52,0,23,30,6.660817,8.819972,4.526693,1.651159,112.297349,-1.158648,92.513369,0.014719
271,53,0,30,37,2.987476,5.445964,6.745863,0.878446,626.199425,-0.371964,77.508154,0.014669
271,54,0,22,30,7.590315,5.983148,4.128290,3.216203,114.678687,-1.421060,91.883117,0.014198
271,55,0,30,38,4.375049,5.327095,6.351586,1.152817,318.061684,-0.458098,80.803844,0.013971
