Generation,FrontIndex,IndividualIndex,ROI,Risk,WinRate
300,0,0,106.416168,-1.019715,92.513369
300,0,1,1082.883384,-0.358016,75.607741
300,0,2,1038.366831,-0.349694,75.712166
300,0,3,23.589621,-55.475638,83.333333
300,0,4,23.589621,-55.475638,83.333333
300,0,5,650.233503,-0.404893,68.824062
300,0,6,28.075157,-31.835982,83.333333
300,0,7,23.589621,-55.475638,83.333333
300,0,8,172.961940,-0.487794,77.062473
300,0,9,1038.366831,-0.349694,75.712166
300,0,10,508.726224,-0.361947,70.454556
300,0,11,172.961940,-0.487794,77.062473
300,0,12,30.117292,-17.088960,83.333333
300,0,13,28.402025,-30.626473,83.333333
300,0,14,1067.294471,-0.359344,75.334654
300,0,15,517.559221,-0.361932,70.474199
300,0,16,124.444801,-1.123504,87.821307
300,0,17,130.394734,-0.818624,84.633475
300,0,18,30.117292,-17.088960,83.333333
300,0,19,36.742479,-11.028773,83.333333
300,0,20,34.408178,-15.460388,83.333333
300,0,21,130.394734,-0.818624,84.633475
300,0,22,111.706774,-0.994501,90.613419
300,0,23,109.063116,-1.074105,89.204545
300,0,24,100.192158,-1.456126,91.287879
300,0,25,1038.366831,-0.349694,75.712166
300,0,26,42.270486,-9.649335,83.333333
300,0,27,44.741334,-7.259277,83.333333
300,0,28,111.706774,-0.994501,90.613419
300,0,29,620.343223,-0.390077,69.164455
300,0,30,76.470066,-5.041258,83.333333
300,0,31,142.961753,-0.642323,88.725222
300,0,32,622.148704,-0.387711,69.437777
300,0,33,34.408178,-15.460388,83.333333
300,0,34,42.270486,-9.649335,83.333333
300,0,35,36.742479,-11.028773,83.333333
300,0,36,593.178925,-0.397408,69.352277
300,0,37,111.503760,-1.184218,88.407967
300,0,38,650.233503,-0.404893,68.824062
300,0,39,48.463866,-5.872513,83.333333
300,0,40,81.333649,-4.405566,83.333333
300,0,41,1067.294471,-0.359344,75.334654
300,0,42,124.444801,-1.123504,87.821307
300,0,43,137.511956,-2.757492,83.333333
300,0,44,86.892399,-3.245400,83.333333
300,0,45,47.324245,-7.086684,83.333333
300,0,46,566.562399,-0.369397,69.948459
300,0,47,28.075157,-31.835982,83.333333
300,0,48,28.402025,-30.626473,83.333333
300,0,49,48.463866,-5.872513,83.333333
300,0,50,140.600553,-0.640242,88.822301
300,0,51,100.192158,-1.456126,91.287879
300,0,52,89.461485,-1.194754,91.608392
300,0,53,76.470066,-5.041258,83.333333
300,0,54,529.646734,-0.370432,70.364834
300,0,55,109.063116,-1.074105,89.204545
300,0,56,48.463866,-5.872513,83.333333
300,0,57,81.333649,-4.405566,83.333333
300,0,58,142.961753,-0.642323,88.725222
300,0,59,582.499157,-0.374807,69.779267
300,0,60,545.926185,-0.374125,70.176329
300,0,61,1082.883384,-0.358016,75.607741
300,0,62,589.782411,-0.393593,69.618315
300,0,63,650.233503,-0.404893,68.824062
300,0,64,111.503760,-1.184218,88.407967
300,0,65,559.191313,-0.365931,70.145833
300,0,66,90.362391,-1.192724,91.608392
300,0,67,93.328295,-1.167311,91.883117
300,0,68,1082.883384,-0.358016,75.607741
300,0,69,593.178925,-0.397408,69.352277
300,0,70,561.369554,-0.379886,69.997424
300,0,71,93.328295,-1.167311,91.883117
300,0,72,104.552570,-1.160467,92.121212
300,0,73,103.584508,-1.162493,92.121212
300,0,74,620.343223,-0.390077,69.164455
300,0,75,582.499157,-0.374807,69.779267
300,0,76,106.593303,-1.083946,92.329545
300,0,77,106.593303,-1.083946,92.329545
300,0,78,517.559221,-0.361932,70.474199
300,0,79,508.726224,-0.361947,70.454556
300,0,80,589.782411,-0.393593,69.618315
300,0,81,106.416168,-1.019715,92.513369
300,0,82,135.917488,-2.896528,83.333333
300,0,83,538.783301,-0.370389,70.383327
300,0,84,135.917488,-2.896528,83.333333
300,0,85,529.646734,-0.370432,70.364834
300,0,86,582.499157,-0.374807,69.779267
300,0,87,536.687453,-0.374142,70.158196
300,0,88,551.909934,-0.379888,69.979965
300,0,89,545.926185,-0.374125,70.176329
300,0,90,551.909934,-0.379888,69.979965
300,0,91,140.600553,-0.640242,88.822301
300,0,92,566.562399,-0.369397,69.948459
300,0,93,126.269494,-3.226450,83.333333
300,0,94,94.247588,-1.164876,91.883117
300,0,95,86.892399,-3.245400,83.333333
300,0,96,47.324245,-7.086684,83.333333
300,0,97,44.741334,-7.259277,83.333333
300,0,98,137.511956,-2.757492,83.333333
300,0,99,622.148704,-0.387711,69.437777
300,0,100,559.506899,-0.381293,69.733002
300,0,101,538.783301,-0.370389,70.383327
300,0,102,23.589621,-55.475638,83.333333
300,0,103,126.269494,-3.226450,83.333333
300,0,104,559.506899,-0.381293,69.733002
300,0,105,103.584508,-1.162493,92.121212
300,0,106,90.362391,-1.192724,91.608392
300,0,107,93.328295,-1.167311,91.883117
300,0,108,561.369554,-0.379886,69.997424
300,0,109,44.741334,-7.259277,83.333333
300,0,110,109.063116,-1.074105,89.204545
300,0,111,126.269494,-3.226450,83.333333
300,0,112,536.687453,-0.374142,70.158196
300,0,113,124.444801,-1.123504,87.821307
300,0,114,28.402025,-30.626473,83.333333
300,0,115,137.511956,-2.757492,83.333333
300,0,116,107.575673,-1.082557,92.329545
300,0,117,551.909934,-0.379888,69.979965
300,0,118,107.575673,-1.082557,92.329545
300,0,119,105.439286,-1.021145,92.513369
300,0,120,106.593303,-1.083946,92.329545
300,0,121,103.584508,-1.162493,92.121212
300,0,122,106.416168,-1.019715,92.513369
300,0,123,105.439286,-1.021145,92.513369
300,0,124,559.191313,-0.365931,70.145833
300,0,125,89.461485,-1.194754,91.608392
300,0,126,104.552570,-1.160467,92.121212
300,0,127,94.247588,-1.164876,91.883117
300,0,128,105.439286,-1.021145,92.513369
300,0,129,517.559221,-0.361932,70.474199
300,0,130,508.726224,-0.361947,70.454556
300,0,131,536.687453,-0.374142,70.158196
300,0,132,106.416168,-1.019715,92.513369
300,0,133,106.416168,-1.019715,92.513369
300,0,134,106.593303,-1.083946,92.329545
300,0,135,508.726224,-0.361947,70.454556
300,0,136,93.328295,-1.167311,91.883117
300,0,137,94.247588,-1.164876,91.883117
300,0,138,106.416168,-1.019715,92.513369
300,0,139,105.439286,-1.021145,92.513369
300,0,140,106.416168,-1.019715,92.513369
300,0,141,106.416168,-1.019715,92.513369
300,0,142,106.416168,-1.019715,92.513369
300,0,143,106.416168,-1.019715,92.513369
300,0,144,106.416168,-1.019715,92.513369
300,0,145,106.416168,-1.019715,92.513369
300,0,146,106.416168,-1.019715,92.513369
300,0,147,106.416168,-1.019715,92.513369
300,0,148,106.416168,-1.019715,92.513369
300,0,149,106.416168,-1.019715,92.513369
300,0,150,106.416168,-1.019715,92.513369
300,0,151,106.416168,-1.019715,92.513369
300,0,152,105.439286,-1.021145,92.513369
300,0,153,105.439286,-1.021145,92.513369
300,0,154,105.439286,-1.021145,92.513369
300,0,155,105.439286,-1.021145,92.513369
300,0,156,105.439286,-1.021145,92.513369
300,0,157,105.439286,-1.021145,92.513369
300,0,158,105.439286,-1.021145,92.513369
300,0,159,105.439286,-1.021145,92.513369
300,0,160,106.416168,-1.019715,92.513369
300,0,161,106.416168,-1.019715,92.513369
300,0,162,106.416168,-1.019715,92.513369
300,0,163,106.416168,-1.019715,92.513369
300,0,164,106.416168,-1.019715,92.513369
300,0,165,106.416168,-1.019715,92.513369
300,0,166,106.416168,-1.019715,92.513369
300,0,167,106.416168,-1.019715,92.513369
300,0,168,106.416168,-1.019715,92.513369
300,0,169,106.416168,-1.019715,92.513369
300,0,170,106.416168,-1.019715,92.513369
300,0,171,106.416168,-1.019715,92.513369
300,0,172,106.416168,-1.019715,92.513369
300,0,173,106.416168,-1.019715,92.513369
300,0,174,106.416168,-1.019715,92.513369
300,0,175,106.416168,-1.019715,92.513369
300,0,176,106.416168,-1.019715,92.513369
300,0,177,106.416168,-1.019715,92.513369
300,0,178,106.416168,-1.019715,92.513369
300,0,179,106.416168,-1.019715,92.513369
300,0,180,106.416168,-1.019715,92.513369
300,0,181,81.333649,-4.405566,83.333333
300,0,182,106.416168,-1.019715,92.513369
300,0,183,106.416168,-1.019715,92.513369
300,0,184,106.416168,-1.019715,92.513369
300,0,185,106.416168,-1.019715,92.513369
300,0,186,650.233503,-0.404893,68.824062
300,0,187,106.416168,-1.019715,92.513369
300,0,188,106.416168,-1.019715,92.513369
300,0,189,106.416168,-1.019715,92.513369
300,0,190,106.416168,-1.019715,92.513369
300,0,191,106.416168,-1.019715,92.513369
300,0,192,106.416168,-1.019715,92.513369
300,0,193,106.416168,-1.019715,92.513369
300,0,194,106.416168,-1.019715,92.513369
300,0,195,106.416168,-1.019715,92.513369
300,0,196,106.416168,-1.019715,92.513369
300,0,197,106.416168,-1.019715,92.513369
300,0,198,106.416168,-1.019715,92.513369
300,0,199,106.416168,-1.019715,92.513369
300,0,200,106.416168,-1.019715,92.513369
300,0,201,106.416168,-1.019715,92.513369
300,0,202,106.416168,-1.019715,92.513369
300,0,203,47.324245,-7.086684,83.333333
300,0,204,135.917488,-2.896528,83.333333
300,0,205,650.233503,-0.404893,68.824062
300,0,206,135.917488,-2.896528,83.333333
300,0,207,44.741334,-7.259277,83.333333
300,0,208,44.741334,-7.259277,83.333333
300,0,209,36.742479,-11.028773,83.333333
300,0,210,36.742479,-11.028773,83.333333
300,0,211,44.741334,-7.259277,83.333333
300,0,212,23.589621,-55.475638,83.333333
300,0,213,47.324245,-7.086684,83.333333
300,0,214,650.233503,-0.404893,68.824062
300,0,215,124.444801,-1.123504,87.821307
300,0,216,124.444801,-1.123504,87.821307
300,0,217,124.444801,-1.123504,87.821307
300,0,218,124.444801,-1.123504,87.821307
300,0,219,124.444801,-1.123504,87.821307
300,0,220,47.324245,-7.086684,83.333333
300,0,221,86.892399,-3.245400,83.333333
300,0,222,81.333649,-4.405566,83.333333
300,0,223,28.075157,-31.835982,83.333333
300,0,224,86.892399,-3.245400,83.333333
300,0,225,30.117292,-17.088960,83.333333
300,0,226,30.117292,-17.088960,83.333333
300,0,227,86.892399,-3.245400,83.333333
300,0,228,620.343223,-0.390077,69.164455
300,0,229,28.402025,-30.626473,83.333333
300,0,230,48.463866,-5.872513,83.333333
300,0,231,28.075157,-31.835982,83.333333
300,0,232,30.117292,-17.088960,83.333333
300,0,233,28.075157,-31.835982,83.333333
300,0,234,28.075157,-31.835982,83.333333
300,0,235,126.269494,-3.226450,83.333333
300,0,236,23.589621,-55.475638,83.333333
300,0,237,23.589621,-55.475638,83.333333
300,0,238,582.499157,-0.374807,69.779267
300,0,239,559.191313,-0.365931,70.145833
300,0,240,93.328295,-1.167311,91.883117
300,0,241,93.328295,-1.167311,91.883117
300,0,242,551.909934,-0.379888,69.979965
300,0,243,103.584508,-1.162493,92.121212
300,0,244,582.499157,-0.374807,69.779267
300,0,245,106.593303,-1.083946,92.329545
300,0,246,106.593303,-1.083946,92.329545
300,0,247,94.247588,-1.164876,91.883117
300,0,248,582.499157,-0.374807,69.779267
300,0,249,106.416168,-1.019715,92.513369
300,0,250,106.416168,-1.019715,92.513369
300,0,251,106.416168,-1.019715,92.513369
300,0,252,106.416168,-1.019715,92.513369
300,0,253,106.416168,-1.019715,92.513369
300,0,254,106.416168,-1.019715,92.513369
300,0,255,529.646734,-0.370432,70.364834
300,0,256,48.463866,-5.872513,83.333333
300,0,257,47.324245,-7.086684,83.333333
300,0,258,622.148704,-0.387711,69.437777
300,0,259,589.782411,-0.393593,69.618315
300,0,260,589.782411,-0.393593,69.618315
300,0,261,109.063116,-1.074105,89.204545
300,0,262,109.063116,-1.074105,89.204545
300,0,263,109.063116,-1.074105,89.204545
300,0,264,105.439286,-1.021145,92.513369
300,0,265,545.926185,-0.374125,70.176329
300,0,266,100.192158,-1.456126,91.287879
300,0,267,100.192158,-1.456126,91.287879
300,0,268,536.687453,-0.374142,70.158196
300,0,269,89.461485,-1.194754,91.608392
300,0,270,89.461485,-1.194754,91.608392
300,0,271,89.461485,-1.194754,91.608392
300,1,0,134.008660,-0.628020,88.362142
300,1,1,131.734470,-0.625689,88.458179
300,1,2,582.795829,-0.394865,69.309265
300,1,3,963.940050,-0.341281,75.412618
300,1,4,555.563785,-0.366667,69.901260
300,1,5,535.268079,-0.371302,70.128199
300,1,6,53.250085,-3.471236,83.333333
300,1,7,97.689690,-1.150376,91.883117
300,1,8,128.984092,-2.670218,83.333333
300,1,9,82.237719,-2.756843,83.333333
300,1,10,122.938056,-1.121881,87.780513
300,1,11,584.461147,-0.381738,67.720586
300,1,12,546.077665,-0.368579,69.373827
300,1,13,583.611319,-0.381635,69.017831
300,1,14,583.611319,-0.381635,69.017831
300,1,15,96.328047,-0.967378,92.513369
300,1,16,101.190634,-0.971182,90.027129
300,1,17,98.708123,-0.879052,92.513369
300,1,18,96.328047,-0.967378,92.513369
300,1,19,99.355439,-1.122303,89.155423
300,1,20,83.975601,-1.184848,91.287879
300,2,0,526.592935,-0.381731,68.741456
300,2,1,914.672516,-0.328905,75.157390
300,2,2,520.579696,-0.360347,69.501671
300,2,3,518.667594,-0.368346,70.043483
300,2,4,96.056610,-0.984899,89.539200
300,2,5,38.181688,-2.357296,83.333333
300,2,6,122.365726,-0.529896,84.566986
300,2,7,119.293645,-1.102528,87.683507
300,2,8,542.737434,-0.377091,68.279830
300,2,9,97.767720,-0.878900,92.513369
300,2,10,92.197585,-1.082213,88.918583
300,3,0,749.013990,-0.312456,72.891281
300,3,1,490.356754,-0.354812,69.104905
300,3,2,492.033501,-0.349890,69.242189
300,3,3,415.648214,-0.333273,69.279479
300,3,4,94.430506,-0.970374,89.481282
300,3,5,71.033448,-1.092610,85.875645
300,3,6,116.756637,-0.531107,83.774086
300,3,7,520.024088,-0.371726,66.840241
300,3,8,512.242341,-0.371726,67.834369
300,3,9,87.764405,-1.063464,87.617400
300,4,0,607.283349,-0.285075,72.044421
300,4,1,455.284597,-0.350140,69.041402
300,4,2,455.284597,-0.350140,69.041402
300,4,3,433.369849,-0.341626,69.174317
300,4,4,401.422360,-0.321192,69.255479
300,4,5,91.066386,-0.748880,82.862340
300,4,6,88.345434,-0.939653,87.920934
300,4,7,92.667243,-0.433230,79.377505
300,4,8,477.069202,-0.341999,65.607677
300,5,0,563.458370,-0.280126,71.805272
300,5,1,411.810431,-0.335083,68.652592
300,5,2,364.103818,-0.315652,68.945757
300,5,3,50.724816,-0.919035,83.937795
300,5,4,50.724816,-0.919035,83.937795
