ShortMA,LongMA,BuyThresh,SellThresh,StopLoss,TakeProfit,ROI,Risk,WinRate,Strength,RawFitness,Density,SPEA2Fitness
27,31,4.37715,1.40062,5.15868,2.9076,4.15303,-0.102366,61.0815,0,0,0,0
28,61,8.09138,6.67096,6.3754,0.364907,368.077,-0.200287,70.4694,0,0,0,0
27,30,4.37722,1.42413,5.63118,2.88912,15.814,-8.30218,83.3333,0,0,0,0
27,30,4.24467,1.32404,5.89072,1.66944,15.814,-8.30218,83.3333,0,0,0,0
27,30,4.24345,0.743204,5.25994,1.51259,15.814,-8.30218,83.3333,0,0,0,0
27,30,4.2995,1.68505,6.75405,0.12212,15.814,-8.30218,83.3333,0,0,0,0
25,30,4.54792,2.88753,5.8049,1.60417,47.7634,-0.327342,74.5249,0,0,0,0
26,30,4.98295,1.85518,4.98342,2.53348,17.6028,-0.663581,81.126,0,0,0,0
27,30,4.23441,1.2895,5.74163,1.60786,15.814,-8.30218,83.3333,0,0,0,0
27,30,4.2995,1.32569,6.21192,0.480339,15.814,-8.30218,83.3333,0,0,0,0
27,30,4.45306,1.37189,5.58648,2.34785,15.814,-8.30218,83.3333,0,0,0,0
27,30,4.27128,1.28953,5.2774,2.25571,15.814,-8.30218,83.3333,0,0,0,0
26,30,5.18546,1.86403,6.29915,2.96272,15.6776,-0.591556,77.9466,0,0,0,0
27,30,4.4522,1.4068,5.7983,1.99518,15.814,-8.30218,83.3333,0,0,0,0
28,30,4.12016,1.45516,6.20412,1.84302,0,-0,0,0,0,0,0
27,30,4.38324,1.20304,5.59422,1.61296,15.814,-8.30218,83.3333,0,0,0,0
27,30,4.22808,1.73546,5.08737,1.58178,15.814,-8.30218,83.3333,0,0,0,0
27,30,4.22821,1.31595,7.12456,1.6661,15.814,-8.30218,83.3333,0,0,0,0
27,30,4.29815,1.42568,5.61577,2.8936,15.814,-8.30218,83.3333,0,0,0,0
27,30,4.32311,1.27665,6.01637,0.209897,15.814,-8.30218,83.3333,0,0,0,0
27,30,4.42761,1.27319,6.27163,1.60449,15.814,-8.30218,83.3333,0,0,0,0
28,62,7.1247,6.6306,6.40101,0.84982,221.69,-0.159154,68.4528,0,0,0,0
27,30,4.21856,1.31696,7.10306,1.63789,15.814,-8.30218,83.3333,0,0,0,0
27,30,4.38809,1.899,6.17638,1.57248,15.814,-8.30218,83.3333,0,0,0,0
27,30,4.40826,1.2872,6.19869,1.59965,15.814,-8.30218,83.3333,0,0,0,0
27,30,4.40145,0.395377,6.16207,1.59772,15.814,-8.30218,83.3333,0,0,0,0
27,30,4.41827,1.40453,5.4235,2.43461,15.814,-8.30218,83.3333,0,0,0,0
28,62,7.70433,6.56095,6.37503,0.922905,855.823,-0.27554,72.355,0,0,0,0
27,30,4.12169,1.09454,7.80957,1.60953,7.2725,-0.233016,71.4903,0,0,0,0
27,30,4.23705,0.825703,5.20674,1.49356,15.814,-8.30218,83.3333,0,0,0,0
27,37,4.26331,1.20225,6.15875,1.63716,16.7105,-0.0672568,60.5174,0,0,0,0
27,30,4.24348,1.32524,5.89264,2.80682,15.814,-8.30218,83.3333,0,0,0,0
28,62,7.9201,6.52244,6.3738,0.967227,1069.5,-0.314825,73.6784,0,0,0,0
