ShortMA,LongMA,BuyThresh,SellThresh,StopLoss,TakeProfit,ROI,Risk,WinRate,Strength,RawFitness,Density,SPEA2Fitness
27,30,4.39834,2.18029,5.75868,1.67885,15.814,-8.30218,83.3333,17,0,0.5,0.5
27,30,4.15503,1.22597,6.00684,1.63614,21.9399,-1.97065,83.3333,20,192,0.398153,192.398
28,47,5.81387,1.79215,6.82757,5.86374,592.271,-0.316132,66.1364,19,46,0.475534,46.4755
27,30,2.89704,3.25541,5.36137,1.6926,49.3005,-0.40439,77.1226,22,795,0.491374,795.491
27,30,4.29825,1.22463,6.22484,1.58121,15.814,-8.30218,83.3333,17,0,0.5,0.5
27,32,4.23096,0.1,6.42306,1.75216,78.8432,-0.499685,80.8152,29,215,0.486315,215.486
27,30,4.28626,0.91626,5.21913,2.39489,15.814,-8.30218,83.3333,17,0,0.5,0.5
27,30,4.25173,2.47174,6.21465,1.50879,15.814,-8.30218,83.3333,17,0,0.5,0.5
27,30,2.9677,3.32594,4.95727,2.10308,68.4589,-0.639495,83.8318,32,0,0.5,0.5
28,30,4.22808,1.36778,5.22243,0.922313,0,-0,0,0,4536,0.5,4536.5
26,30,5.17926,3.97283,5.57846,1.59587,23.8431,-2.48225,83.3333,22,0,0.5,0.5
28,62,8.12023,6.65529,6.35936,0.949314,755.625,-0.279839,72.3065,23,26,0.48751,26.4875
27,30,4.40777,0.169215,6.17032,1.61015,15.814,-8.30218,83.3333,17,0,0.5,0.5
27,36,2.95633,3.58063,4.96336,2.17061,67.2909,-0.100258,60.3082,12,976,0.492959,976.493
27,30,3.41961,1.32911,6.24118,1.61724,12.9202,-0.322306,76.882,14,3962,0.493942,3962.49
27,30,4.29808,1.43613,5.61598,2.88687,15.814,-8.30218,83.3333,17,0,0.5,0.5
27,30,2.91487,3.20067,5.19031,2.02142,61.5744,-0.553254,82.3099,28,367,0.486464,367.486
27,30,4.45644,1.405,5.58597,2.24516,15.814,-8.30218,83.3333,17,0,0.5,0.5
27,30,4.38525,1.10972,6.27795,0.733313,15.814,-8.30218,83.3333,17,0,0.5,0.5
27,30,4.4062,1.28982,6.19955,1.59764,15.814,-8.30218,83.3333,17,0,0.5,0.5
27,30,4.91762,2.74606,6.21874,0.453347,-13.9217,12.0129,4.54545,0,4540,0.0714745,4540.07
27,30,4.23765,1.28948,6.22155,1.61598,15.814,-8.30218,83.3333,17,0,0.5,0.5
27,30,4.41632,1.26954,6.2132,1.6915,15.814,-8.30218,83.3333,17,0,0.5,0.5
27,30,4.42761,1.27319,6.21549,1.60449,15.814,-8.30218,83.3333,17,0,0.5,0.5
27,32,4.22505,0.71168,7.15906,1.24766,95.4841,-0.593099,86.1638,35,38,0.498597,38.4986
27,31,4.24362,1.34042,5.89057,1.95779,22.1746,-0.327461,74.7763,18,1076,0.490139,1076.49
27,30,4.22824,1.34935,6.20681,1.61106,15.814,-8.30218,83.3333,17,0,0.5,0.5
27,30,4.37831,1.42581,4.90423,2.89857,15.814,-8.30218,83.3333,17,0,0.5,0.5
27,30,4.38659,1.43511,6.25618,1.0033,15.814,-8.30218,83.3333,17,0,0.5,0.5
28,53,7.81642,7.24211,6.3546,0.970341,297.101,-0.226717,68.1527,19,145,0.480558,145.481
28,30,4.41966,1.64799,5.01038,1.49596,0,-0,0,0,4536,0.5,4536.5
26,30,5.17778,2.73668,5.75548,1.59057,23.8431,-2.48225,83.3333,22,0,0.5,0.5
27,30,4.32797,1.34032,5.55395,1.6522,15.814,-8.30218,83.3333,17,0,0.5,0.5
27,30,4.17652,0.619851,5.24193,3.0389,23.4369,-8.12532,83.3333,26,0,0.5,0.5
27,30,4.42897,1.27351,6.27765,1.60479,15.814,-8.30218,83.3333,17,0,0.5,0.5
27,30,4.23709,1.29583,6.23253,1.63674,15.814,-8.30218,83.3333,17,0,0.5,0.5
27,32,4.23076,1.31279,6.59172,0.473451,43.1469,-0.317438,78.7515,19,612,0.48964,612.49
23,30,4.41416,1.10715,5.2478,1.78874,15.6616,-0.0799267,58.7821,9,4430,0.49446,4430.49
27,31,4.40798,0.1,6.17111,2.08273,17.4746,-0.285587,72.7664,16,1292,0.496576,1292.5
27,30,4.52135,1.36917,6.21073,1.05419,-1.03453,0.0302184,49.2445,2,4536,0.46715,4536.47
27,30,4.24408,0.347359,6.29551,1.61193,15.814,-8.30218,83.3333,17,0,0.5,0.5
27,30,4.18948,3.30409,4.95743,2.09962,19.181,-2.57981,83.3333,19,104,0.5,104.5
27,32,4.22815,1.31269,7.17426,2.10852,78.2286,-0.509885,80.3908,29,215,0.488245,215.488
27,30,4.17531,0.592535,4.65688,3.00337,23.4369,-8.12532,83.3333,26,0,0.5,0.5
26,30,4.25798,1.30718,5.27221,2.25497,6.36623,-0.127295,63.4834,9,4457,0.487414,4457.49
27,30,4.19971,1.21686,5.2349,1.57686,19.181,-2.57981,83.3333,19,104,0.5,104.5
21,30,8.83559,4.21064,4.39788,9.3962,66.7871,-0.515783,65.2281,16,595,0.46605,595.466
26,30,4.38668,2.68872,6.23185,1.60863,10.8502,-0.200792,70.7931,11,4254,0.480506,4254.48
27,30,4.40207,1.28776,6.16088,1.67906,15.814,-8.30218,83.3333,17,0,0.5,0.5
27,30,4.35052,0.154962,4.3481,1.64381,15.814,-8.30218,83.3333,17,0,0.5,0.5
28,58,7.87582,7.21974,5.95542,0.958093,217.847,-0.182713,66.9406,18,186,0.485332,186.485
21,30,8.86405,4.00285,4.90952,9.39146,116.399,-0.871135,77.8083,31,0,0.5,0.5
27,30,4.37544,1.35757,6.23412,1.05672,15.814,-8.30218,83.3333,17,0,0.5,0.5
27,38,4.38306,0.681035,6.21329,1.69162,51.4403,-0.103374,62.89,13,1152,0.491788,1152.49
27,30,4.36923,1.0749,6.2338,1.6189,15.814,-8.30218,83.3333,17,0,0.5,0.5
27,30,4.41436,0.717393,5.2864,1.04534,15.814,-8.30218,83.3333,17,0,0.5,0.5
27,31,3.30191,1.09407,6.20419,1.85653,53.4875,-0.365972,74.7727,21,819,0.491551,819.492
26,30,5.19718,2.84307,5.56592,1.59172,23.8431,-2.48225,83.3333,22,0,0.5,0.5
27,30,4.27261,1.36981,6.19446,1.11536,15.814,-8.30218,83.3333,17,0,0.5,0.5
27,30,4.39865,0.872085,7.12086,1.64638,15.814,-8.30218,83.3333,17,0,0.5,0.5
28,58,8.00379,7.66224,6.86548,0.455053,128.401,-0.128357,66.1192,16,272,0.486357,272.486
27,35,4.41489,1.10681,5.24933,1.48684,7.83377,-0.0600901,60.4666,9,4470,0.489573,4470.49
27,31,4.41498,1.26448,6.33479,1.1417,19.2108,-0.28778,74.1251,17,1173,0.495306,1173.5
28,30,4.41374,1.27506,5.96136,1.59777,0,-0,0,0,4536,0.5,4536.5
27,30,4.16285,1.25831,5.5808,1.39991,19.181,-2.57981,83.3333,19,104,0.5,104.5
27,30,4.01639,1.32549,6.23248,0.454473,9.16104,-0.280189,72.4625,12,4159,0.495306,4159.5
27,30,4.29742,1.4222,6.52444,3.40388,15.814,-8.30218,83.3333,17,0,0.5,0.5
27,30,4.23594,1.28948,6.20626,1.61226,15.814,-8.30218,83.3333,17,0,0.5,0.5
21,31,9.95909,4.08053,5.74642,9.09356,61.3852,-0.703298,75.9188,24,196,0.478629,196.479
27,30,4.28772,1.35764,6.23456,1.16003,15.814,-8.30218,83.3333,17,0,0.5,0.5
27,30,2.93276,1.89853,4.95849,3.5079,43.2544,-0.448601,74.5311,19,792,0.487487,792.487
