Generation,FrontIndex,IndividualIndex,ROI,Risk,WinRate
261,0,0,906.048763,-0.383245,71.689585
261,0,1,969.141448,-0.359361,77.125534
261,0,2,114.231507,-1.031161,92.822967
261,0,3,23.589621,-55.475638,83.333333
261,0,4,23.589621,-55.475638,83.333333
261,0,5,217.979836,-0.323813,82.905516
261,0,6,387.570954,-0.620161,80.670200
261,0,7,30.117292,-17.088960,83.333333
261,0,8,906.048763,-0.383245,71.689585
261,0,9,36.742479,-11.028773,83.333333
261,0,10,130.558525,-0.661761,87.638117
261,0,11,969.141448,-0.359361,77.125534
261,0,12,305.471926,-0.414800,80.954547
261,0,13,387.570954,-0.620161,80.670200
261,0,14,217.979836,-0.323813,82.905516
261,0,15,298.929235,-0.415479,80.730811
261,0,16,36.742479,-11.028773,83.333333
261,0,17,141.612362,-0.507454,82.691253
261,0,18,210.470044,-0.545327,82.348598
261,0,19,128.434661,-0.705345,88.452600
261,0,20,30.819090,-14.811029,83.333333
261,0,21,127.978715,-1.576541,89.898990
261,0,22,48.463866,-5.872513,83.333333
261,0,23,969.141448,-0.359361,77.125534
261,0,24,74.049994,-1.457182,91.287879
261,0,25,128.434661,-0.705345,88.452600
261,0,26,121.223630,-1.468648,90.454545
261,0,27,76.564145,-3.653320,83.333333
261,0,28,30.117292,-17.088960,83.333333
261,0,29,30.819090,-14.811029,83.333333
261,0,30,38.604006,-8.899534,83.333333
261,0,31,130.558525,-0.661761,87.638117
261,0,32,38.604006,-8.899534,83.333333
261,0,33,44.741334,-7.259277,83.333333
261,0,34,305.471926,-0.414800,80.954547
261,0,35,127.978715,-1.576541,89.898990
261,0,36,122.718788,-1.447825,90.454545
261,0,37,141.334131,-0.552383,81.457866
261,0,38,124.164203,-2.638648,83.333333
261,0,39,48.463866,-5.872513,83.333333
261,0,40,216.823567,-0.532530,81.931176
261,0,41,47.324245,-7.086684,83.333333
261,0,42,138.988749,-0.549496,81.484993
261,0,43,216.823567,-0.532530,81.931176
261,0,44,23.589621,-55.475638,83.333333
261,0,45,210.470044,-0.545327,82.348598
261,0,46,127.978715,-1.576541,89.898990
261,0,47,93.806776,-1.396568,91.287879
261,0,48,100.752623,-1.247865,91.883117
261,0,49,96.687527,-1.393334,91.608392
261,0,50,92.759191,-2.834292,83.333333
261,0,51,86.892399,-3.245400,83.333333
261,0,52,98.543371,-1.266977,91.883117
261,0,53,96.687527,-1.393334,91.608392
261,0,54,214.730619,-0.543609,82.604103
261,0,55,210.470044,-0.545327,82.348598
261,0,56,102.595537,-1.237806,92.121212
261,0,57,298.929235,-0.415479,80.730811
261,0,58,113.343385,-1.226695,92.329545
261,0,59,76.564145,-3.653320,83.333333
261,0,60,86.892399,-3.245400,83.333333
261,0,61,111.776193,-2.777005,83.333333
261,0,62,138.728179,-0.570597,80.772177
261,0,63,102.595537,-1.237806,92.121212
261,0,64,113.343385,-1.226695,92.329545
261,0,65,112.297349,-1.158648,92.513369
261,0,66,102.595537,-1.237806,92.121212
261,0,67,137.655929,-0.492698,82.862422
261,0,68,118.905428,-1.128421,92.513369
261,0,69,117.682636,-1.064390,92.676768
261,0,70,115.434913,-1.086089,92.676768
261,0,71,86.892399,-3.245400,83.333333
261,0,72,76.564145,-3.653320,83.333333
261,0,73,114.231507,-1.031161,92.822967
261,0,74,23.589621,-55.475638,83.333333
261,0,75,44.741334,-7.259277,83.333333
261,0,76,30.819090,-14.811029,83.333333
261,0,77,216.760111,-0.326104,82.802677
261,0,78,114.231507,-1.031161,92.822967
261,0,79,47.324245,-7.086684,83.333333
261,0,80,214.730619,-0.543609,82.604103
261,0,81,214.547171,-0.327643,82.681064
261,0,82,214.547171,-0.327643,82.681064
261,0,83,210.470044,-0.545327,82.348598
261,0,84,96.687527,-1.393334,91.608392
261,0,85,139.264276,-0.504970,82.720430
261,0,86,124.164203,-2.638648,83.333333
261,0,87,127.978715,-1.576541,89.898990
261,0,88,44.741334,-7.259277,83.333333
261,0,89,111.776193,-2.777005,83.333333
261,0,90,96.687527,-1.393334,91.608392
261,0,91,115.717320,-1.209903,92.329545
261,0,92,387.570954,-0.620161,80.670200
