ShortMA,LongMA,BuyThresh,SellThresh,StopLoss,TakeProfit,ROI,Risk,WinRate,Strength,RawFitness,Density,SPEA2Fitness
26,36,7.18655,6.78113,6.97397,0.959525,131.734,-0.625689,88.4582,0,0,0,0
24,31,8.49567,6.56613,8.48176,3.68391,14.8524,-6.40265,83.3333,0,0,0,0
17,30,10,1.54477,6.38358,1.05511,200.202,-0.619092,85.1907,0,0,0,0
30,54,8.05994,6.09181,7.60564,7.98057,584.146,-0.422459,69.9987,0,0,0,0
24,31,8.47312,6.47517,8.14126,3.56593,-1.66579,0.0411816,57.2191,0,0,0,0
25,30,7.81652,6.92515,8.60796,0.317739,15.814,-8.30218,83.3333,0,0,0,0
27,56,7.72827,5.97318,9.99463,7.26335,498.792,-0.307032,66.839,0,0,0,0
27,35,5.89661,1.80736,7.28874,1.02579,128.318,-0.659105,87.7293,0,0,0,0
25,30,7.87705,6.74323,7.21955,0.123534,15.814,-8.30218,83.3333,0,0,0,0
30,53,8.01602,6.08567,7.63099,8.03329,222.798,-0.335198,65.713,0,0,0,0
25,46,6.13012,5.44732,6.54738,0.946856,50.1378,-0.084123,63.7162,0,0,0,0
17,30,9.95752,0.938693,6.40041,1.03524,200.202,-0.619092,85.1907,0,0,0,0
24,30,5.74674,5.82547,4.75974,9.90147,87.2765,-0.727537,74.0944,0,0,0,0
24,30,8.19772,6.57531,8.15216,3.68666,27.1734,-4.80265,83.3333,0,0,0,0
22,42,8.70407,7.72255,8.5209,3.03046,44.5765,-0.125548,63.0582,0,0,0,0
27,39,5.94492,1.95437,5.57062,0.938061,73.681,-0.176087,67.8526,0,0,0,0
25,30,7.86065,6.74283,8.02102,0.122687,15.814,-8.30218,83.3333,0,0,0,0
25,30,7.85251,6.66109,7.27559,0.113345,15.814,-8.30218,83.3333,0,0,0,0
22,31,8.79951,6.48994,7.42895,1.18246,74.2609,-0.804741,91.0928,0,0,0,0
17,30,9.94098,1.09995,6.36145,0.85237,187.355,-0.60409,85.3821,0,0,0,0
30,51,8.05065,6.09731,7.5865,8.07856,68.8699,-0.187806,59.462,0,0,0,0
24,30,5.66654,5.78919,4.95588,9.88475,117.299,-0.828924,76.9331,0,0,0,0
25,47,7.07627,5.6204,6.40026,0.969689,151.348,-0.155734,67.3327,0,0,0,0
27,39,6.11193,1.93597,7.30565,3.21732,55.801,-0.171522,64.6773,0,0,0,0
17,30,9.91589,1.02291,6.33946,0.857402,166.993,-0.529331,82.4852,0,0,0,0
25,30,7.84139,6.40278,8.57626,0.10432,15.814,-8.30218,83.3333,0,0,0,0
30,54,8.07765,6.20252,7.59241,7.46334,494.668,-0.399208,69.1829,0,0,0,0
26,36,7.1736,6.6936,8.35602,0.96393,142.962,-0.642323,88.7252,0,0,0,0
27,35,5.89577,1.88131,6.85417,0.968963,127.042,-0.639736,88.0141,0,0,0,0
24,30,5.72524,5.78484,5.79333,9.35767,123.423,-0.988522,82.1601,0,0,0,0
25,30,7.86135,6.74262,8.61997,0.123503,15.814,-8.30218,83.3333,0,0,0,0
30,54,8.03582,6.22271,9.91386,7.3918,544.175,-0.42092,72.1977,0,0,0,0
23,30,5.69577,5.79495,4.9289,9.92667,70.7085,-0.358377,59.2908,0,0,0,0
22,30,8.66155,6.51118,7.98484,2.16183,50.0227,-0.769817,88.4183,0,0,0,0
26,36,7.18217,6.69108,8.35569,0.964325,134.009,-0.62802,88.3621,0,0,0,0
26,36,7.21481,6.8262,6.97351,0.960084,127.958,-0.631563,88.201,0,0,0,0
23,31,8.67673,6.51613,8.5781,3.91118,42.0506,-0.849121,85.6056,0,0,0,0
27,35,5.91276,1.68637,8.56075,1.5451,124.686,-0.687941,87.0552,0,0,0,0
27,39,5.94512,1.93997,7.81868,3.21408,216.786,-0.393521,73.0435,0,0,0,0
17,44,9.9296,1.34488,6.47706,0.856562,-4.09061,-0.0298644,61.1852,0,0,0,0
27,39,5.97834,2.01105,8.38244,3.08684,218.691,-0.392882,73.0447,0,0,0,0
27,35,5.91653,1.75793,8.53897,1.65127,124.686,-0.687941,87.0552,0,0,0,0
22,31,8.73035,6.70496,8.808,1.10005,95.0153,-0.910978,91.584,0,0,0,0
25,30,7.84035,6.76834,8.35619,0.171329,15.814,-8.30218,83.3333,0,0,0,0
30,54,7.99171,5.71736,7.62547,7.38371,537.132,-0.394082,69.0061,0,0,0,0
27,55,7.78725,6.05591,6.95319,7.27951,814.298,-0.350175,65.5971,0,0,0,0
24,30,5.6277,5.83937,5.79108,9.98638,104.325,-0.702929,75.0773,0,0,0,0
25,41,7.24815,6.6899,8.32637,0.958364,49.306,-0.121958,66.3261,0,0,0,0
28,39,5.9621,2.00097,8.3407,3.31544,16.1845,-0.107783,61.2671,0,0,0,0
24,30,5.61232,5.83386,5.52415,10,102.898,-0.66032,71.5584,0,0,0,0
27,55,7.73819,6.10487,6.89226,7.97652,781.679,-0.350679,64.8028,0,0,0,0
25,46,7.07913,5.44792,6.81525,0.866729,1038.5,-0.343702,76.4349,0,0,0,0
27,56,7.69821,6.11342,6.99212,7.28502,709.828,-0.329581,64.6508,0,0,0,0
27,54,7.76636,6.09941,6.91515,7.12576,664.026,-0.330999,64.6324,0,0,0,0
27,35,5.96175,1.89783,7.62628,1.08155,119.904,-0.644584,87.2889,0,0,0,0
18,30,9.91641,1.04043,6.46726,1.00403,85.8731,-0.343576,74.6041,0,0,0,0
27,39,5.87477,1.56171,7.29687,1.41073,188.594,-0.344479,72.8179,0,0,0,0
24,31,8.36458,6.23351,8.14481,3.63086,-1.66579,0.0411816,57.2191,0,0,0,0
24,31,8.48922,6.55966,8.07181,3.64806,19.4329,-6.35369,83.3333,0,0,0,0
27,39,5.89371,2.03307,7.05724,3.20175,122.059,-0.273573,66.9972,0,0,0,0
22,31,8.66133,6.38046,8.41057,0.714717,99.7086,-0.879337,92.3439,0,0,0,0
27,35,5.9007,1.88242,7.3535,1.04285,128.318,-0.659105,87.7293,0,0,0,0
27,55,7.75499,6.10066,6.94338,7.27642,838.489,-0.351242,65.6385,0,0,0,0
22,31,8.7572,6.5033,7.45946,1.18911,90.0584,-0.869648,91.9022,0,0,0,0
30,54,7.86026,6.29736,9.69643,7.36148,392.813,-0.354613,69.1188,0,0,0,0
30,54,7.95275,6.22012,9.23249,7.39422,278.083,-0.297196,65.6997,0,0,0,0
25,30,7.81375,6.75769,7.80318,0.24375,15.814,-8.30218,83.3333,0,0,0,0
22,36,8.74948,6.49876,8.45078,3.01775,42.2591,-0.169213,64.9021,0,0,0,0
25,30,7.84027,6.51202,8.60693,0.322329,15.814,-8.30218,83.3333,0,0,0,0
26,36,7.20769,6.75056,6.96399,1.15971,108.769,-0.516844,83.2561,0,0,0,0
24,33,5.66543,6.5197,5.81019,9.73887,15.7343,-0.110171,50.8217,0,0,0,0
23,31,7.50159,7.09355,10,0.479849,55.9302,-0.515803,88.7941,0,0,0,0
24,31,8.46843,6.58623,8.16108,3.63684,-1.66579,0.0411816,57.2191,0,0,0,0
17,30,10,1.4963,6.38941,1.06033,200.202,-0.619092,85.1907,0,0,0,0
26,36,7.20224,6.59673,8.34625,0.949645,134.009,-0.62802,88.3621,0,0,0,0
17,32,9.98552,0.925118,5.96871,0.936888,60.9061,-0.186571,67.1884,0,0,0,0
26,30,5.5061,5.27219,7.00327,9.84554,26.116,-5.76235,83.3333,0,0,0,0
17,30,9.99964,1.56421,6.38319,1.05509,200.202,-0.619092,85.1907,0,0,0,0
16,30,9.94556,1.56274,6.52453,0.98797,39.3095,-0.142489,65.9334,0,0,0,0
22,31,8.72794,6.49856,7.43895,1.60108,90.3075,-0.962371,91.4691,0,0,0,0
27,43,5.97472,1.85857,8.39348,2.5146,209.556,-0.221515,66.5805,0,0,0,0
24,30,5.70585,5.79343,4.9643,9.57952,121.535,-0.969471,82.0327,0,0,0,0
24,30,5.67948,6.16295,5.89971,9.66006,119.679,-0.949556,81.775,0,0,0,0
27,34,7.22185,6.65047,6.95424,0.960607,5.58218,-0.124151,68.8331,0,0,0,0
25,30,7.85133,6.42813,8.61484,0.142573,15.814,-8.30218,83.3333,0,0,0,0
27,54,7.753,6.09402,6.95958,7.2671,671.075,-0.332165,64.655,0,0,0,0
25,30,7.83294,6.72264,7.24766,0.1,15.814,-8.30218,83.3333,0,0,0,0
22,31,8.67996,6.49615,8.50626,3.0267,102.892,-1.03786,91.5736,0,0,0,0
24,30,5.69533,5.8481,5.80389,9.96698,127.77,-0.917741,81.2889,0,0,0,0
21,33,8.75016,8.21314,8.8746,1.09001,42.1249,-0.206099,68.7049,0,0,0,0
27,35,5.1443,1.94038,8.57246,1.5347,19.5606,-0.105185,65.3102,0,0,0,0
24,30,5.64469,5.79856,5.76422,10,116.935,-0.815612,76.7452,0,0,0,0
30,54,8.02353,6.08204,7.60314,8.06645,587.318,-0.437553,70.726,0,0,0,0
25,30,7.7682,6.92549,8.61878,0.112889,1.51527,-14.6953,83.3333,0,0,0,0
27,42,6.00462,1.93664,8.373,3.181,178.95,-0.218861,65.5829,0,0,0,0
22,31,8.68296,6.33445,7.03217,0.97379,98.7081,-0.879052,92.5134,0,0,0,0
30,54,8.06265,6.18306,7.59144,7.24065,445.732,-0.374876,67.9375,0,0,0,0
24,30,5.692,5.84161,5.78998,10,127.77,-0.917741,81.2889,0,0,0,0
25,30,7.86134,6.74198,8.60416,0.108998,15.814,-8.30218,83.3333,0,0,0,0
22,31,8.65486,6.49675,8.51753,2.9357,101.932,-1.03687,91.5461,0,0,0,0
26,36,6.66404,6.74772,6.98287,0.957941,93.4135,-0.367781,77.654,0,0,0,0
