ShortMA,LongMA,BuyThresh,SellThresh,StopLoss,TakeProfit,ROI,Risk,WinRate,Strength,RawFitness,Density,SPEA2Fitness
27,58,7.75449,6.74296,6.9156,6.91384,456.155,-0.273145,62.6221,6,958,0.489873,958.49
24,30,5.84199,5.79758,4.96723,10,94.2252,-0.90212,80.0394,34,1268,0.493558,1268.49
25,30,7.81713,6.75667,8.61129,0.424976,15.814,-8.30218,83.3333,6,0,0.5,0.5
26,36,7.17703,6.7465,6.9718,1.15018,116.757,-0.531107,83.7741,38,1767,0.497885,1767.5
27,55,7.74509,6.09388,6.94915,7.28926,932.936,-0.364273,65.9276,27,0,0.5,0.5
27,39,5.96649,1.51096,6.5598,1.35942,135.635,-0.281693,69.5397,18,2150,0.492318,2150.49
24,30,5.72159,5.79512,4.97035,9.82999,125.311,-1.00977,82.4203,50,0,0.5,0.5
25,31,8.33401,6.9577,8.62681,0.368717,13.269,-23.4049,83.3333,8,0,0.5,0.5
24,30,8.73178,6.53958,8.53374,3.64822,13.269,-23.4049,83.3333,8,0,0.5,0.5
26,36,7.13309,6.58736,8.33845,0.944602,101.188,-0.433168,80.6787,30,2829,0.497361,2829.5
26,36,7.16968,6.69165,8.3439,0.967504,122.366,-0.529896,84.567,40,1767,0.5,1767.5
27,41,6.02,1.77071,8.40052,3.13113,277.703,-0.277344,68.2954,17,740,0.494786,740.495
27,39,5.98913,1.94229,7.29613,3.2273,163.611,-0.349716,70.1126,26,1372,0.494032,1372.49
22,31,8.67103,6.4954,8.50651,2.20109,98.8466,-0.975185,91.6905,51,0,0.5,0.5
22,31,8.69213,6.4974,8.52006,2.21199,98.8466,-0.975185,91.6905,51,0,0.5,0.5
27,55,7.74467,6.09389,7.66771,7.26789,691.282,-0.337553,65.7122,23,596,0.497765,596.498
25,31,8.44111,7.03641,8.62398,0.409216,1.51527,-14.6953,83.3333,3,32,0.5,32.5
24,30,5.69872,5.79497,4.93423,9.93369,128.09,-0.859684,77.2698,38,0,0.5,0.5
24,30,5.6176,5.77944,4.97411,9.95451,104.612,-0.671438,71.7761,22,720,0.5,720.5
22,31,8.67333,6.2873,8.53431,3.05601,102.892,-1.03786,91.5736,55,0,0.5,0.5
27,39,5.94511,1.94159,7.28046,3.21827,223.895,-0.415988,73.1666,36,39,0.49665,39.4967
17,38,9.99834,1.11551,6.36478,1.1046,-0.626163,-0.0376467,59.6845,2,6956,0.49401,6956.49
27,54,7.68355,6.09859,10,7.3416,446.572,-0.307459,66.849,22,703,0.492497,703.492
22,31,8.68268,6.55264,8.46962,2.22573,88.8291,-0.965564,91.134,42,727,0.5,727.5
