Generation,IndividualID,FrontRank,ShortMA,LongMA,BuyThresh,SellThresh,StopLoss,TakeProfit,ROI,Risk,WinRate,CrowdingDistance
71,0,0,13,23,0.100000,5.681256,8.523216,0.241427,497.223541,-0.813210,93.668831,inf
71,1,0,18,22,4.870934,1.340325,0.100000,10.000000,56.087782,-13.584046,83.333333,inf
71,2,0,18,22,0.100000,2.787532,8.048139,4.904705,743.731619,-1.469342,92.822967,inf
71,3,0,17,22,7.348918,0.160428,2.236095,9.368659,56.087782,-13.584046,83.333333,inf
71,4,0,13,23,0.100000,6.456919,7.728219,0.100000,497.223541,-0.813210,93.668831,inf
71,5,0,10,31,4.850939,2.194777,9.749300,9.872341,568.282583,-3.048715,83.333333,inf
71,6,0,17,23,4.982222,1.024622,2.277809,9.343833,222.650073,-6.153254,83.333333,0.608024
71,7,0,8,32,4.685626,2.580961,9.928691,9.213728,547.500792,-3.487628,83.333333,0.568063
71,8,0,18,23,4.303547,1.261004,0.100000,10.000000,197.487325,-2.294703,89.204545,0.568063
71,9,0,17,23,4.980151,0.471331,3.265711,9.419889,222.650073,-6.153254,83.333333,0.541517
71,10,0,14,21,9.050296,6.437384,6.380640,5.050509,76.383077,-12.601562,83.333333,0.534439
71,11,0,13,23,0.100000,4.069408,9.006828,0.504953,497.223541,-0.813210,93.668831,0.399296
71,12,0,18,23,4.361711,1.146252,0.100000,9.992618,197.487325,-2.294703,89.204545,0.318792
71,13,0,17,21,0.356512,3.112638,5.957078,10.000000,679.743913,-1.986350,92.121212,0.305620
71,14,0,10,31,3.873305,0.985069,9.836537,9.023376,547.500792,-3.487628,83.333333,0.211182
71,15,0,14,22,9.338513,6.455813,5.894030,5.071653,76.383077,-12.601562,83.333333,0.176115
71,16,0,18,23,4.412297,1.219982,0.140459,10.000000,197.487325,-2.294703,89.204545,0.176115
71,17,0,14,21,9.064049,7.482522,6.372541,5.043856,76.383077,-12.601562,83.333333,0.076932
71,18,0,10,31,4.874414,2.094836,9.816379,9.966324,568.282583,-3.048715,83.333333,0.070371
71,19,0,18,22,0.100000,2.787532,8.048139,4.904705,743.731619,-1.469342,92.822967,0.065592
71,20,0,20,47,9.999553,4.634899,5.878817,5.210348,644.053319,-2.232425,83.333333,0.065385
71,21,0,13,22,0.364368,7.019732,7.841565,1.024413,536.114638,-0.915180,93.531469,0.063964
71,22,0,20,48,8.756120,4.625903,5.665776,5.357540,618.105907,-1.704306,92.329545,0.057189
71,23,0,13,23,0.100216,6.059674,6.995869,0.275621,497.223541,-0.813210,93.668831,0.056557
71,24,0,20,48,8.924413,5.425597,7.155183,6.525442,604.209216,-2.391027,83.333333,0.052921
71,25,0,17,21,0.366424,3.025417,5.971594,9.974047,679.743913,-1.986350,92.121212,0.047869
71,26,0,17,21,0.100000,4.338146,8.373566,5.464739,714.515501,-1.522463,92.676768,0.046647
71,27,0,18,34,3.970584,5.546027,9.187293,3.246772,675.765340,-1.336854,92.954545,0.046200
71,28,0,14,40,1.359975,4.299902,7.809364,5.369372,683.613327,-1.522720,92.676768,0.039242
71,29,0,18,22,0.227114,2.771868,7.783874,6.994802,694.873792,-1.593394,92.329545,0.037249
71,30,0,14,23,0.163978,3.875453,6.806046,1.256057,629.870762,-1.028226,93.454545,0.036919
71,31,0,14,28,1.020191,3.870608,6.789404,1.445850,599.143031,-1.078409,93.280632,0.036761
71,32,0,10,31,5.010667,2.240373,9.846575,10.000000,568.282583,-3.048715,83.333333,0.030037
