Generation,IndividualID,FrontRank,ShortMA,LongMA,BuyThresh,SellThresh,StopLoss,TakeProfit,ROI,Risk,WinRate,CrowdingDistance
121,0,0,13,23,0.100000,3.935861,9.033525,0.100000,497.223541,-0.813210,93.668831,inf
121,1,0,18,23,6.041203,1.712274,1.838787,8.698540,56.087782,-13.584046,83.333333,inf
121,2,0,18,23,6.098723,1.734716,2.412103,8.683633,56.087782,-13.584046,83.333333,inf
121,3,0,19,23,0.102130,0.798692,9.766430,5.286471,763.677929,-1.453962,92.822967,inf
121,4,0,19,47,10.000000,4.135556,6.641079,9.278354,603.672048,-2.656403,83.333333,inf
121,5,0,13,23,0.100000,4.408601,9.224425,0.311504,497.223541,-0.813210,93.668831,inf
121,6,0,11,31,4.112169,0.880101,9.710182,9.281944,547.500792,-3.487628,83.333333,0.586733
121,7,0,17,24,4.987925,0.759028,3.160208,9.601176,243.564657,-2.093721,89.898990,0.581899
121,8,0,18,23,4.313807,1.845831,0.131573,10.000000,197.487325,-2.294703,89.204545,0.568063
121,9,0,17,23,4.995437,0.836288,3.118629,10.000000,222.650073,-6.153254,83.333333,0.540486
121,10,0,14,22,9.616779,7.735985,6.277418,6.586313,76.383077,-12.601562,83.333333,0.533607
121,11,0,13,23,0.100000,3.244633,7.723990,0.100698,497.223541,-0.813210,93.668831,0.358483
121,12,0,18,23,4.338963,1.398694,0.100000,10.000000,197.487325,-2.294703,89.204545,0.243217
121,13,0,17,23,4.950771,0.650558,3.247009,9.699514,222.650073,-6.153254,83.333333,0.238285
121,14,0,10,32,3.453264,0.114847,9.807404,9.845532,547.500792,-3.487628,83.333333,0.216426
121,15,0,18,22,0.100183,2.186696,5.900980,7.677238,701.809568,-1.774608,92.121212,0.215009
121,16,0,14,22,10.000000,7.295482,6.255844,5.599774,76.383077,-12.601562,83.333333,0.171150
121,17,0,17,24,4.990434,0.759053,3.161329,9.460219,243.564657,-2.093721,89.898990,0.107609
121,18,0,14,21,8.999635,7.796397,6.107558,6.045609,76.383077,-12.601562,83.333333,0.076932
121,19,0,13,22,0.357366,6.212727,7.961202,1.053897,536.114638,-0.915180,93.531469,0.070706
121,20,0,13,23,0.109340,2.397586,6.803162,0.674300,497.223541,-0.813210,93.668831,0.054963
121,21,0,20,48,8.978622,4.728851,5.782011,5.508478,618.105907,-1.704306,92.329545,0.051139
121,22,0,18,22,0.204936,3.183473,5.828662,6.931127,690.950050,-1.645210,92.329545,0.050224
121,23,0,17,35,3.408475,6.658110,9.289917,3.307541,675.765340,-1.336854,92.954545,0.044900
121,24,0,20,48,8.693161,3.909214,9.239690,5.242077,644.053319,-2.232425,83.333333,0.044817
121,25,0,10,31,4.645120,1.572551,9.694131,9.376207,568.282583,-3.048715,83.333333,0.044654
121,26,0,18,23,4.394014,1.838482,0.100000,9.992851,197.487325,-2.294703,89.204545,0.043104
121,27,0,17,21,0.144416,4.506448,7.261225,5.173074,714.515501,-1.522463,92.676768,0.043039
121,28,0,19,23,0.126333,0.491536,9.735063,5.286692,763.677929,-1.453962,92.822967,0.041324
121,29,0,18,23,0.100000,2.431288,7.541294,5.475652,750.935084,-1.481116,92.822967,0.035256
121,30,0,18,21,0.222547,5.812581,9.101990,5.034553,726.712959,-1.494195,92.676768,0.034232
121,31,0,10,31,4.688636,1.564914,9.697143,9.246610,568.282583,-3.048715,83.333333,0.034039
121,32,0,13,25,0.898999,5.807000,6.980541,2.578220,609.457048,-1.198033,93.073593,0.033062
121,33,0,17,30,0.961130,5.385196,7.596045,1.341011,581.259746,-1.103830,93.181818,0.032650
121,34,0,8,31,5.494539,2.392485,9.732121,9.977433,558.422633,-3.249201,83.333333,0.032604
121,35,0,17,21,0.438945,3.246243,5.895223,10.000000,679.743913,-1.986350,92.121212,0.032417
121,36,0,19,47,10.000000,4.052160,6.873074,9.796879,603.672048,-2.656403,83.333333,0.030719
121,37,0,18,23,5.980005,0.208756,1.373029,8.795946,56.087782,-13.584046,83.333333,0.028682
121,38,0,17,27,0.100000,5.493952,8.512691,1.469106,599.143031,-1.078409,93.280632,0.027075
121,39,0,18,22,0.100066,1.848561,5.883038,7.718692,701.809568,-1.774608,92.121212,0.026382
121,40,0,13,25,0.898868,5.807264,8.818827,2.578695,609.457048,-1.198033,93.073593,0.025264
121,41,0,14,23,0.100000,5.480441,8.437064,3.288746,676.888201,-1.335793,92.954545,0.025105
121,42,0,20,48,8.693161,3.909214,9.239690,5.242077,644.053319,-2.232425,83.333333,0.024920
121,43,0,15,22,0.100000,3.868716,9.300576,5.267697,708.562553,-1.535634,92.676768,0.022590
121,44,0,17,34,3.382964,6.564359,8.956771,3.330957,675.765340,-1.336854,92.954545,0.022275
121,45,0,19,48,8.867057,3.947418,6.173324,6.623146,604.209216,-2.391027,83.333333,0.021539
121,46,0,19,47,9.575358,4.295848,6.938771,9.349489,603.672048,-2.656403,83.333333,0.021539
121,47,0,13,25,0.255354,5.329529,6.756972,1.244539,617.068644,-1.055399,93.371212,0.021323
121,48,0,17,31,1.046676,4.759894,7.571860,1.379848,581.259746,-1.103830,93.181818,0.020331
121,49,0,17,21,0.498503,3.149314,5.876915,10.000000,679.743913,-1.986350,92.121212,0.020157
121,50,0,18,23,0.100000,2.423608,6.817561,5.575474,750.935084,-1.481116,92.822967,0.020135
121,51,0,14,22,0.199727,3.537280,8.377119,1.287521,629.870762,-1.028226,93.454545,0.020043
121,52,0,17,21,0.510922,5.454656,9.622146,5.161750,714.515501,-1.522463,92.676768,0.019452
121,53,0,13,23,0.402808,3.694271,8.738649,1.183180,629.870762,-1.028226,93.454545,0.018754
121,54,0,18,21,0.224544,4.988056,9.108322,5.034516,726.712959,-1.494195,92.676768,0.018262
121,55,0,18,27,0.100000,5.233248,8.015893,1.427874,599.143031,-1.078409,93.280632,0.017155
121,56,0,13,23,0.254481,2.300992,9.116537,1.339151,629.870762,-1.028226,93.454545,0.016915
121,57,0,8,31,5.358674,2.370211,9.843061,10.000000,558.422633,-3.249201,83.333333,0.015699
121,58,0,19,48,9.046320,3.122936,6.187194,6.755973,604.209216,-2.391027,83.333333,0.014959
121,59,0,18,22,0.215122,3.838884,7.785322,6.983164,694.873792,-1.593394,92.329545,0.013859
121,60,0,13,23,0.100000,3.575938,9.862677,0.895344,552.947937,-0.880215,93.602694,0.012945
121,61,0,18,23,0.100000,2.432478,7.540157,5.481370,750.935084,-1.481116,92.822967,0.012731
121,62,0,13,25,1.270502,5.215919,6.738052,1.215581,617.068644,-1.055399,93.371212,0.011656
121,63,0,20,48,8.693161,3.909214,8.490203,5.242077,644.053319,-2.232425,83.333333,0.010861
121,64,0,17,30,0.969769,5.435250,7.626858,1.425528,581.259746,-1.103830,93.181818,0.010471
121,65,0,18,22,0.215122,3.838884,7.785322,6.983164,694.873792,-1.593394,92.329545,0.010068
121,66,0,18,27,0.246057,5.371608,7.998702,1.243532,599.143031,-1.078409,93.280632,0.009561
121,67,0,18,30,0.945566,5.394583,7.583020,1.250331,581.259746,-1.103830,93.181818,0.009561
121,68,0,13,23,0.101930,4.159724,9.233176,0.935393,552.947937,-0.880215,93.602694,0.009438
121,69,0,13,23,0.100000,4.122146,7.880325,1.086547,542.116910,-0.908591,93.531469,0.009003
121,70,0,18,22,0.100222,3.891640,7.561960,8.577150,705.787182,-1.716019,92.121212,0.008510
121,71,0,13,22,0.351600,6.234361,7.975567,1.066616,536.114638,-0.915180,93.531469,0.008483
121,72,0,15,22,0.102623,3.864057,8.974003,5.263942,708.562553,-1.535634,92.676768,0.008413
121,73,0,17,21,0.512548,3.024697,5.949398,9.979328,679.743913,-1.986350,92.121212,0.008407
121,74,0,8,31,5.493847,2.398467,9.730959,9.957170,558.422633,-3.249201,83.333333,0.007737
121,75,0,13,23,0.100288,4.180028,7.937460,1.038993,542.116910,-0.908591,93.531469,0.007443
121,76,0,13,23,0.254481,2.375852,9.269003,1.339151,629.870762,-1.028226,93.454545,0.007443
121,77,0,13,23,0.243009,2.183814,9.222516,0.887104,545.813086,-0.901941,93.531469,0.006925
121,78,0,13,23,0.101990,3.885577,7.904361,0.923241,552.947937,-0.880215,93.602694,0.006891
121,79,0,18,22,0.100193,3.699794,7.730460,8.575585,705.787182,-1.716019,92.121212,0.006538
121,80,0,19,47,10.000000,4.083698,6.746818,9.853674,603.672048,-2.656403,83.333333,0.006401
121,81,0,13,23,0.120569,4.378634,7.364012,0.100000,497.223541,-0.813210,93.668831,0.006399
121,82,0,13,22,0.241581,2.202011,9.210064,0.922901,552.947937,-0.880215,93.602694,0.006399
