Generation,IndividualID,FrontRank,ShortMA,LongMA,BuyThresh,SellThresh,StopLoss,TakeProfit,ROI,Risk,WinRate,CrowdingDistance
150,0,0,13,23,0.100000,4.558400,9.321652,0.100000,497.223541,-0.813210,93.668831,inf
150,1,0,20,23,0.100000,2.690442,5.646743,7.170223,806.186029,-1.111225,88.311688,inf
150,2,0,18,23,6.125419,1.377702,3.366135,6.422646,56.087782,-13.584046,83.333333,inf
150,3,0,19,48,9.331582,4.702390,7.054438,8.486829,603.672048,-2.656403,83.333333,inf
150,4,0,18,23,6.152879,1.419926,2.752598,6.810459,56.087782,-13.584046,83.333333,inf
150,5,0,13,23,0.100000,2.035815,9.060985,0.100000,497.223541,-0.813210,93.668831,inf
150,6,0,14,21,8.869619,6.966989,6.055444,7.647499,76.383077,-12.601562,83.333333,0.666376
150,7,0,17,23,4.953745,0.478531,4.755785,9.720852,222.650073,-6.153254,83.333333,0.538470
150,8,0,20,23,0.100910,2.311394,5.430614,8.512700,770.111793,-1.167980,87.954545,0.458051
150,9,0,17,23,4.985674,0.809469,4.552250,9.859751,222.650073,-6.153254,83.333333,0.447120
150,10,0,17,24,4.991983,1.072822,2.682696,9.998438,243.564657,-2.093721,89.898990,0.349029
150,11,0,13,23,0.109267,5.509046,8.745877,0.304747,497.223541,-0.813210,93.668831,0.338168
150,12,0,17,24,4.992630,1.123410,2.792250,10.000000,243.564657,-2.093721,89.898990,0.251299
150,13,0,17,23,4.985400,0.805375,6.105646,9.860630,222.650073,-6.153254,83.333333,0.236610
150,14,0,18,23,4.400251,1.096355,0.100000,9.877226,197.487325,-2.294703,89.204545,0.233518
150,15,0,18,22,0.100016,2.169308,5.859668,8.750276,701.809568,-1.774608,92.121212,0.227937
150,16,0,9,32,3.390097,0.402793,10.000000,10.000000,547.500792,-3.487628,83.333333,0.208728
150,17,0,18,23,4.361504,0.931695,0.100000,9.983624,197.487325,-2.294703,89.204545,0.146013
150,18,0,14,21,8.587821,6.917248,5.986677,6.745881,76.383077,-12.601562,83.333333,0.103989
150,19,0,20,23,0.100000,2.090450,5.511758,7.335735,806.186029,-1.111225,88.311688,0.085866
150,20,0,8,32,3.800544,2.630211,10.000000,9.196632,547.500792,-3.487628,83.333333,0.085697
150,21,0,20,23,0.100925,2.296462,5.395971,8.261941,770.111793,-1.167980,87.954545,0.083873
150,22,0,18,23,6.147384,1.621633,2.797244,6.919308,56.087782,-13.584046,83.333333,0.076932
150,23,0,17,24,4.991900,1.137995,2.663124,10.000000,243.564657,-2.093721,89.898990,0.067190
150,24,0,13,23,0.100252,2.632994,8.094750,0.175906,497.223541,-0.813210,93.668831,0.067028
150,25,0,18,22,0.103012,1.874330,5.976807,7.795835,701.809568,-1.774608,92.121212,0.066154
150,26,0,10,31,4.785351,1.826103,9.716439,9.913134,568.282583,-3.048715,83.333333,0.056841
150,27,0,17,21,0.100436,3.312412,5.872821,10.000000,679.743913,-1.986350,92.121212,0.045997
150,28,0,10,31,4.743075,1.730229,10.000000,10.000000,568.282583,-3.048715,83.333333,0.043864
150,29,0,19,22,0.188974,4.385942,8.285571,2.581163,666.958372,-1.152329,93.181818,0.042233
150,30,0,20,48,8.761403,3.973572,8.872794,5.016966,644.053319,-2.232425,83.333333,0.041397
150,31,0,19,26,0.309155,5.575783,8.331112,1.300291,599.143031,-1.078409,93.280632,0.041142
150,32,0,20,43,9.984732,6.694831,7.395695,8.959648,604.225537,-2.627759,83.333333,0.036035
150,33,0,17,21,0.233874,5.543027,8.194049,5.266498,714.515501,-1.522463,92.676768,0.034626
150,34,0,20,23,0.100007,1.377826,5.849570,8.852710,753.898721,-1.724475,92.329545,0.033595
150,35,0,18,21,0.229980,5.750302,8.821022,5.438829,726.712959,-1.494195,92.676768,0.032292
150,36,0,18,23,0.100000,2.500301,8.408440,5.551733,750.935084,-1.481116,92.822967,0.032292
150,37,0,13,25,1.045169,5.443711,8.881324,2.601499,609.457048,-1.198033,93.073593,0.031939
150,38,0,8,31,6.036057,1.829672,10.000000,10.000000,558.422633,-3.249201,83.333333,0.031815
150,39,0,20,47,9.983338,6.266166,7.335135,8.918090,603.672048,-2.656403,83.333333,0.030719
150,40,0,17,35,3.795960,6.448824,9.157339,3.338512,675.765340,-1.336854,92.954545,0.029592
150,41,0,20,23,0.100000,2.470456,5.849288,8.198224,753.898721,-1.724475,92.329545,0.028034
150,42,0,20,23,0.100000,2.299948,5.845891,8.254453,753.898721,-1.724475,92.329545,0.027824
150,43,0,18,23,6.208339,1.416165,2.282240,6.752414,56.087782,-13.584046,83.333333,0.027057
150,44,0,15,22,0.100932,4.181704,8.749360,4.877867,708.562553,-1.535634,92.676768,0.022723
150,45,0,13,23,0.100000,3.349546,7.698212,0.935274,552.947937,-0.880215,93.602694,0.022004
150,46,0,19,24,0.294336,5.457057,8.318010,1.278536,640.083243,-1.025765,93.371212,0.021870
150,47,0,13,23,0.100000,3.630958,7.576779,0.933537,552.947937,-0.880215,93.602694,0.018944
150,48,0,18,21,0.181739,5.700186,8.393799,5.118931,714.515501,-1.522463,92.676768,0.018475
150,49,0,19,23,0.100000,3.026159,6.952505,5.539334,763.677929,-1.453962,92.822967,0.017747
150,50,0,17,27,0.149804,5.247704,8.238411,1.403464,599.143031,-1.078409,93.280632,0.017371
150,51,0,19,24,0.100000,5.378517,8.366323,1.264785,617.068644,-1.055399,93.371212,0.017303
150,52,0,18,21,0.227855,5.847558,8.872617,5.080877,726.712959,-1.494195,92.676768,0.017285
150,53,0,18,24,0.294245,5.475754,8.304351,1.295909,629.163933,-1.040350,93.371212,0.017074
150,54,0,20,23,0.100000,7.728951,9.041509,0.975017,616.683006,-0.980475,93.531469,0.016525
150,55,0,8,31,5.666846,2.293474,10.000000,10.000000,558.422633,-3.249201,83.333333,0.015699
150,56,0,19,22,0.187530,4.156414,8.233726,2.374987,666.958372,-1.152329,93.181818,0.015616
150,57,0,15,22,0.100000,3.524124,8.378976,5.540250,708.562553,-1.535634,92.676768,0.015177
150,58,0,14,23,0.160915,4.700578,8.594224,3.222806,676.888201,-1.335793,92.954545,0.014594
150,59,0,18,23,0.100000,2.541723,8.324769,5.604390,750.935084,-1.481116,92.822967,0.014145
150,60,0,13,23,0.493014,7.647826,8.029592,1.180027,629.870762,-1.028226,93.454545,0.013615
150,61,0,19,23,0.100000,3.674384,7.151689,5.483387,763.677929,-1.453962,92.822967,0.013037
150,62,0,13,25,1.045169,5.443711,8.881324,2.601499,609.457048,-1.198033,93.073593,0.012824
