Generation,FrontIndex,IndividualIndex,ROI,Risk,WinRate
51,0,0,497.223541,-0.813210,93.668831
51,0,1,497.223541,-0.813210,93.668831
51,0,2,56.087782,-13.584046,83.333333
51,0,3,56.087782,-13.584046,83.333333
51,0,4,714.515501,-1.522463,92.676768
51,0,5,222.650073,-6.153254,83.333333
51,0,6,222.650073,-6.153254,83.333333
51,0,7,200.610511,-1.985696,89.204545
51,0,8,76.383077,-12.601562,83.333333
51,0,9,497.223541,-0.813210,93.668831
51,0,10,567.041051,-1.969276,91.883117
51,0,11,197.487325,-2.294703,89.204545
51,0,12,547.500792,-3.487628,83.333333
51,0,13,197.487325,-2.294703,89.204545
51,0,14,76.383077,-12.601562,83.333333
51,0,15,547.500792,-3.487628,83.333333
51,0,16,604.209216,-2.391027,83.333333
51,0,17,76.383077,-12.601562,83.333333
51,0,18,536.114638,-0.915180,93.531469
51,0,19,497.223541,-0.813210,93.668831
51,0,20,714.515501,-1.522463,92.676768
51,0,21,683.613327,-1.522720,92.676768
51,0,22,567.041051,-1.969276,91.883117
51,0,23,581.259746,-1.103830,93.181818
51,0,24,618.105907,-1.704306,92.329545
51,0,25,675.765340,-1.336854,92.954545
51,0,26,644.053319,-2.232425,83.333333
51,0,27,200.610511,-1.985696,89.204545
51,0,28,683.613327,-1.522720,92.676768
51,0,29,581.259746,-1.103830,93.181818
51,0,30,56.087782,-13.584046,83.333333
51,0,31,599.143031,-1.078409,93.280632
51,0,32,605.186669,-1.194312,93.073593
51,0,33,552.947937,-0.880215,93.602694
51,0,34,629.870762,-1.028226,93.454545
51,0,35,683.613327,-1.522720,92.676768
51,0,36,675.765340,-1.336854,92.954545
51,0,37,659.144010,-1.555335,92.329545
51,0,38,661.752264,-1.955423,92.121212
51,0,39,673.159587,-1.904952,92.121212
51,0,40,605.186669,-1.194312,93.073593
51,0,41,629.870762,-1.028226,93.454545
51,0,42,644.053319,-2.232425,83.333333
51,0,43,661.752264,-1.955423,92.121212
51,0,44,618.105907,-1.704306,92.329545
51,0,45,200.610511,-1.985696,89.204545
51,0,46,599.143031,-1.078409,93.280632
51,0,47,617.068644,-1.055399,93.371212
51,0,48,618.105907,-1.704306,92.329545
51,0,49,673.159587,-1.904952,92.121212
51,0,50,604.209216,-2.391027,83.333333
51,0,51,545.813086,-0.901941,93.531469
51,0,52,617.068644,-1.055399,93.371212
51,0,53,659.144010,-1.555335,92.329545
51,0,54,618.105907,-1.704306,92.329545
51,0,55,676.995075,-1.828036,92.121212
51,0,56,617.068644,-1.055399,93.371212
