ShortMA,LongMA,BuyThresh,SellThresh,StopLoss,TakeProfit,ROI,Risk,WinRate,Strength,RawFitness,Density,SPEA2Fitness
22,31,9.61672,4.29909,5.46035,7.53911,80.3405,-1.41815,88.3117,0,0,0,0
22,31,9.29245,4.97557,5.77718,7.57941,79.4144,-1.35221,88.3117,0,0,0,0
22,31,9.32211,4.8301,5.41539,7.55138,80.9299,-1.41683,88.3117,0,0,0,0
20,30,7.79368,7.72889,5.46122,8.81259,137.754,-0.529636,68.0781,0,0,0,0
27,31,9.17336,5.06803,5.32603,5.99408,0,-0,0,0,0,0,0
19,30,9.64015,6.28601,6.10937,5.25343,111.333,-0.637374,77.7468,0,0,0,0
24,38,9.37938,5.56804,5.36591,6.58574,2.47561,-0.0652155,53.1601,0,0,0,0
22,31,8.53818,4.94022,5.18103,6.46774,93.2961,-1.37669,89.2045,0,0,0,0
24,31,8.37209,6.32675,5.72614,5.95321,18.527,-0.484237,69.3684,0,0,0,0
30,38,4.41545,6.05834,6.60367,0.948408,264.753,-0.440339,82.1979,0,0,0,0
29,38,4.26885,6.37031,6.07947,0.791581,61.9796,-0.146211,67.3893,0,0,0,0
27,31,10,5.0832,5.48208,7.56501,0,-0,0,0,0,0,0
24,31,8.70615,6.77617,5.7376,6.24134,40.401,-3.96772,83.3333,0,0,0,0
20,57,8.14792,7.45235,7.18112,6.58804,702.132,-0.29612,64.1219,0,0,0,0
20,58,7.88396,7.39215,7.20398,6.33524,398.42,-0.220922,61.151,0,0,0,0
29,38,5.23024,6.42208,6.15162,1.42142,216.824,-0.53253,81.9312,0,0,0,0
22,31,8.83735,4.97557,5.46473,7.57941,52.368,-0.668733,75.3635,0,0,0,0
30,38,4.27046,6.62539,5.99859,2.14661,248.108,-0.421409,77.1705,0,0,0,0
22,31,9.69307,4.39703,5.49736,7.52121,78.8298,-1.35295,88.3117,0,0,0,0
24,31,9.37838,5.6074,5.13819,6.58716,43.5063,-3.17394,83.3333,0,0,0,0
30,45,5.50148,5.98739,6.16274,0.961626,518.701,-0.312898,73.7256,0,0,0,0
29,38,5.14349,6.35846,7.05028,1.41,207.217,-0.54034,82.2939,0,0,0,0
30,38,4.30125,6.36472,6.06815,1.42305,308.222,-0.465189,80.3075,0,0,0,0
30,43,5.4523,4.61384,5.91244,0.830867,296.263,-0.269731,71.5674,0,0,0,0
24,31,9.37435,5.58746,5.23696,6.59306,43.5063,-3.17394,83.3333,0,0,0,0
28,38,4.4462,6.40748,6.34716,0.863066,216.478,-0.240985,69.9713,0,0,0,0
30,38,4.33884,6.32082,6.59396,0.973429,323.645,-0.451813,81.3663,0,0,0,0
24,31,9.21516,5.89317,5.82123,5.81818,29.4004,-12.398,83.3333,0,0,0,0
22,33,8.70992,4.88979,5.18986,6.52801,33.6998,-0.256536,60.1927,0,0,0,0
30,38,4.28298,6.43062,6.07558,1.01721,318.29,-0.453357,80.9954,0,0,0,0
30,43,5.6218,6.03073,5.92498,0.915346,71.0869,-0.147901,66.5552,0,0,0,0
