Generation,FrontIndex,IndividualIndex,ROI,Risk,WinRate
111,0,0,21.130073,-80.970216,83.333333
111,0,1,694.981244,-0.363888,70.334407
111,0,2,21.130073,-80.970216,83.333333
111,0,3,110.202385,-1.395545,90.454545
111,0,4,975.322044,-0.403450,68.679931
111,0,5,28.075157,-31.835982,83.333333
111,0,6,666.676991,-0.460652,74.127479
111,0,7,177.941594,-0.498313,77.094534
111,0,8,132.209550,-1.325164,89.204545
111,0,9,177.941594,-0.498313,77.094534
111,0,10,21.130073,-80.970216,83.333333
111,0,11,49.684184,-4.160191,83.333333
111,0,12,29.400378,-12.397965,83.333333
111,0,13,28.402025,-30.626473,83.333333
111,0,14,694.981244,-0.363888,70.334407
111,0,15,666.676991,-0.460652,74.127479
111,0,16,975.322044,-0.403450,68.679931
111,0,17,673.620478,-0.458285,74.411674
111,0,18,837.051509,-0.398964,69.147293
111,0,19,176.412082,-0.498931,76.701191
111,0,20,780.028520,-0.400094,69.536431
111,0,21,780.028520,-0.400094,69.536431
111,0,22,701.745592,-0.367690,70.111505
111,0,23,49.684184,-4.160191,83.333333
111,0,24,110.202385,-1.395545,90.454545
111,0,25,834.385210,-0.398980,69.154889
111,0,26,176.412082,-0.498931,76.701191
111,0,27,44.741334,-7.259277,83.333333
111,0,28,124.164203,-2.638648,83.333333
111,0,29,113.375933,-1.451183,89.898990
111,0,30,36.742479,-11.028773,83.333333
111,0,31,49.684184,-4.160191,83.333333
111,0,32,44.741334,-7.259277,83.333333
111,0,33,113.375933,-1.451183,89.898990
111,0,34,701.745592,-0.367690,70.111505
111,0,35,132.209550,-1.325164,89.204545
111,0,36,110.202385,-1.395545,90.454545
111,0,37,29.400378,-12.397965,83.333333
111,0,38,36.742479,-11.028773,83.333333
111,0,39,28.075157,-31.835982,83.333333
111,0,40,837.051509,-0.398964,69.147293
111,0,41,666.676991,-0.460652,74.127479
111,0,42,834.385210,-0.398980,69.154889
111,0,43,176.412082,-0.498931,76.701191
111,0,44,49.684184,-4.160191,83.333333
111,0,45,132.209550,-1.325164,89.204545
111,0,46,177.941594,-0.498313,77.094534
111,0,47,28.402025,-30.626473,83.333333
111,0,48,701.745592,-0.367690,70.111505
111,0,49,36.742479,-11.028773,83.333333
111,0,50,21.130073,-80.970216,83.333333
111,0,51,694.981244,-0.363888,70.334407
111,0,52,837.051509,-0.398964,69.147293
111,0,53,177.941594,-0.498313,77.094534
111,0,54,110.202385,-1.395545,90.454545
111,0,55,110.202385,-1.395545,90.454545
111,0,56,110.202385,-1.395545,90.454545
111,0,57,110.202385,-1.395545,90.454545
111,0,58,110.202385,-1.395545,90.454545
111,0,59,110.202385,-1.395545,90.454545
111,0,60,110.202385,-1.395545,90.454545
111,0,61,110.202385,-1.395545,90.454545
111,0,62,110.202385,-1.395545,90.454545
111,0,63,110.202385,-1.395545,90.454545
111,0,64,110.202385,-1.395545,90.454545
111,0,65,110.202385,-1.395545,90.454545
111,0,66,110.202385,-1.395545,90.454545
111,0,67,110.202385,-1.395545,90.454545
111,0,68,110.202385,-1.395545,90.454545
111,0,69,110.202385,-1.395545,90.454545
111,0,70,28.075157,-31.835982,83.333333
111,0,71,110.202385,-1.395545,90.454545
111,0,72,110.202385,-1.395545,90.454545
111,0,73,110.202385,-1.395545,90.454545
111,0,74,110.202385,-1.395545,90.454545
111,0,75,110.202385,-1.395545,90.454545
111,0,76,110.202385,-1.395545,90.454545
111,0,77,110.202385,-1.395545,90.454545
111,0,78,110.202385,-1.395545,90.454545
111,0,79,110.202385,-1.395545,90.454545
