Generation,IndividualID,FrontRank,ShortMA,LongMA,BuyThresh,SellThresh,StopLoss,TakeProfit,ROI,Risk,WinRate,CrowdingDistance
151,0,0,28,46,5.365426,8.492044,10.000000,7.075336,810.051261,-0.391660,71.491587,inf
151,1,0,26,30,5.179330,3.547365,8.169695,5.860747,27.543458,-20.633201,83.333333,inf
151,2,0,26,30,5.179820,3.367261,8.186136,5.463062,27.543458,-20.633201,83.333333,inf
151,3,0,26,40,4.938604,7.836323,6.347850,0.819144,845.561464,-0.325748,75.320725,inf
151,4,0,28,44,4.902993,6.605021,10.000000,6.303326,906.048763,-0.383245,71.689585,inf
151,5,0,23,30,6.676000,8.738515,4.107498,0.921699,114.231507,-1.031161,92.822967,inf
151,6,0,26,30,5.178467,3.377873,8.201525,5.886506,30.917355,-6.971614,83.333333,0.677398
151,7,0,30,40,4.967542,4.779874,9.651382,1.223735,348.968359,-0.416607,82.044012,0.527445
151,8,0,30,40,4.885769,5.989884,9.688218,1.703848,317.612238,-0.425104,81.173939,0.314276
151,9,0,23,30,6.686554,9.428809,4.668752,3.503278,72.881560,-1.432815,91.287879,0.278882
151,10,0,26,40,4.938604,7.836323,6.347850,0.819144,845.561464,-0.325748,75.320725,0.274787
151,11,0,26,40,4.940672,7.711397,6.362379,0.964825,882.538241,-0.333724,75.225532,0.170199
151,12,0,26,30,5.325874,4.769219,7.181364,6.015958,35.011728,-6.455982,83.333333,0.157332
151,13,0,26,30,5.292079,5.523638,7.396106,6.638223,44.840027,-3.488155,83.333333,0.157332
151,14,0,30,40,4.893223,5.809788,9.834052,0.100000,262.946683,-0.351443,83.879617,0.150408
151,15,0,28,46,5.422264,6.672234,10.000000,6.317262,823.335903,-0.383305,72.174202,0.149511
151,16,0,26,34,5.984999,10.000000,6.220864,0.839529,135.992733,-0.638197,88.569330,0.130193
151,17,0,26,30,5.370262,4.606512,7.849593,6.559163,45.066928,-3.414978,83.333333,0.097866
151,18,0,30,40,4.880900,4.703320,9.926953,0.528831,230.560530,-0.360457,82.632561,0.091812
151,19,0,26,32,4.453790,6.911635,8.479105,2.087630,174.265367,-0.681398,85.742062,0.090438
151,20,0,30,40,4.885769,5.989884,9.688218,1.703848,317.612238,-0.425104,81.173939,0.089375
151,21,0,26,32,4.454975,6.809965,8.476268,2.174779,174.265367,-0.681398,85.742062,0.084075
151,22,0,26,34,6.122947,8.676674,7.971721,0.878333,134.738826,-0.644360,88.229993,0.083311
151,23,0,26,32,4.435508,4.470730,7.039044,0.982717,160.509699,-0.602038,86.486845,0.081718
151,24,0,30,40,4.961753,4.636672,9.644123,1.549616,344.993739,-0.425067,81.753028,0.058420
151,25,0,26,40,4.940672,7.993945,6.362379,0.964825,882.538241,-0.333724,75.225532,0.047426
