ShortMA,LongMA,BuyThresh,SellThresh,StopLoss,TakeProfit,ROI,Risk,WinRate,Strength,RawFitness,Density,SPEA2Fitness
26,60,9.28908,2.56096,8.18106,2.19116,632.047,-0.331644,72.626,21,0,0.489555,0.489555
26,60,9.26629,2.58444,8.18101,2.145,668.225,-0.32535,72.6133,21,0,0.492682,0.492682
24,31,9.11785,3.24428,5.38195,6.21675,32.8234,-8.05734,83.3333,13,0,0.445438,0.445438
26,62,9.23682,1.70472,8.38219,2.2159,726.317,-0.321577,72.1167,21,0,0.489855,0.489855
22,31,8.63677,1.92474,8.91161,3.14803,101.932,-1.03687,91.5461,34,0,0.461253,0.461253
24,30,8.04039,3.67847,8.20649,6.17189,49.3283,-2.98924,83.3333,18,0,0.457725,0.457725
25,37,9.17742,1.06656,6.90293,0.972321,121.764,-0.651508,87.4902,23,0,0.5,0.5
25,37,9.20176,1.03869,8.33459,1.73103,136.598,-0.748105,87.3084,29,0,0.5,0.5
24,30,8.2141,3.70437,5.29863,7.92774,35.5757,-4.06676,83.3333,13,0,0.5,0.5
25,60,9.47899,8.49535,7.25588,7.2072,927.333,-0.397649,68.0491,12,0,0.5,0.5
22,30,8.53744,3.23938,5.17472,8.22027,80.9299,-1.41683,88.3117,34,0,0.5,0.5
26,60,9.2631,2.70475,8.02208,0.894284,663.466,-0.305326,75.5947,25,0,0.491334,0.491334
21,30,8.72439,3.15141,5.09147,9.39751,116.399,-0.871135,77.8083,29,0,0.5,0.5
23,40,9.31295,1.49315,5.45485,0.861389,211.539,-0.462784,80.3761,19,0,0.471145,0.471145
26,62,9.23371,2.68632,8.37397,0.851359,725.845,-0.290564,74.8619,20,0,0.5,0.5
22,30,8.74888,1.33403,5.09631,8.26933,80.3405,-1.41815,88.3117,34,0,0.5,0.5
25,37,9.20176,1.03869,8.33459,1.73103,136.598,-0.748105,87.3084,29,0,0.5,0.5
25,37,9.20761,1.01977,8.42461,1.88363,138.919,-0.751385,87.2159,29,0,0.5,0.5
26,62,9.23371,2.68632,8.37412,0.851359,725.845,-0.290564,74.8619,20,0,0.5,0.5
26,62,9.23371,2.68632,8.28378,0.851359,729.408,-0.289961,74.9755,19,0,0.499451,0.499451
24,30,8.23273,3.72035,5.3,7.96298,35.5757,-4.06676,83.3333,13,0,0.5,0.5
24,31,8.70926,3.21014,5.61829,6.18014,40.401,-3.96772,83.3333,16,0,0.5,0.5
24,30,8.23273,3.72035,5.3,6.66708,43.5063,-3.17394,83.3333,15,0,0.494958,0.494958
24,30,8.12722,3.68324,5.65053,6.12569,32.6662,-8.49138,83.3333,14,0,0.41084,0.41084
24,30,7.75891,3.70006,5.65757,7.80288,33.8179,-4.36323,83.3333,14,0,0.5,0.5
22,31,8.71033,3.22603,5.25648,6.7681,94.2153,-1.38525,89.2045,35,0,0.491767,0.491767
24,30,7.75591,3.69255,5.65343,6.09615,41.6456,-3.44615,83.3333,14,0,0.440099,0.440099
22,31,8.70985,3.22608,5.18122,6.06376,91.3267,-1.33016,89.899,34,0,0.492982,0.492982
24,30,8.20537,3.67646,5.30199,5.93848,30.1173,-17.089,83.3333,12,0,0.5,0.5
24,30,8.55869,3.66094,5.27048,5.96852,20.6613,-28.2172,83.3333,9,0,0.5,0.5
22,30,8.73144,2.36594,5.41041,8.28541,80.3405,-1.41815,88.3117,34,0,0.5,0.5
22,30,8.72968,3.1226,4.96638,7.70034,80.3405,-1.41815,88.3117,34,0,0.5,0.5
22,30,8.74943,3.18757,5.0971,8.26978,80.3405,-1.41815,88.3117,34,0,0.5,0.5
22,30,8.95921,3.38749,5.14988,8.31235,80.3405,-1.41815,88.3117,34,0,0.5,0.5
22,30,8.75163,3.24513,5.09797,7.9524,80.3405,-1.41815,88.3117,34,0,0.5,0.5
22,30,8.75266,3.11043,5.06113,8.20339,80.3405,-1.41815,88.3117,34,0,0.5,0.5
22,30,8.73135,2.44837,5.41534,8.27024,80.3405,-1.41815,88.3117,34,0,0.5,0.5
22,30,8.74943,3.18757,5.0971,8.26978,80.3405,-1.41815,88.3117,34,0,0.5,0.5
22,30,8.75163,3.24513,5.09797,7.9524,80.3405,-1.41815,88.3117,34,0,0.5,0.5
22,30,8.53763,3.2426,5.17967,8.31491,80.9299,-1.41683,88.3117,34,0,0.5,0.5
22,30,8.71572,3.11333,5.07126,8.06139,80.3405,-1.41815,88.3117,34,0,0.5,0.5
22,30,8.7515,3.30094,5.17924,8.31542,80.3405,-1.41815,88.3117,34,0,0.5,0.5
22,30,8.76422,3.30988,5.28199,8.11973,80.3405,-1.41815,88.3117,34,0,0.5,0.5
22,30,8.74595,3.13259,5.01259,8.31365,80.3405,-1.41815,88.3117,34,0,0.5,0.5
22,30,8.7515,3.30094,5.17924,8.31542,80.3405,-1.41815,88.3117,34,0,0.5,0.5
22,30,8.76422,3.30988,5.28199,8.11973,80.3405,-1.41815,88.3117,34,0,0.5,0.5
22,30,8.7515,3.30094,5.17924,8.31542,80.3405,-1.41815,88.3117,34,0,0.5,0.5
22,30,8.75087,3.12965,5.09347,8.31052,80.3405,-1.41815,88.3117,34,0,0.5,0.5
22,30,8.7515,3.30094,5.17924,8.31542,80.3405,-1.41815,88.3117,34,0,0.5,0.5
22,30,8.75087,3.12965,5.09347,8.31052,80.3405,-1.41815,88.3117,34,0,0.5,0.5
