ShortMA,LongMA,BuyThresh,SellThresh,StopLoss,TakeProfit,ROI,Risk,WinRate,Strength,RawFitness,Density,SPEA2Fitness
22,30,9.4743,7.36259,9.96492,2.29814,55.4603,-2.83604,83.3333,23,0,0.47005,0.47005
22,31,9.78831,7.63804,9.59063,3.63869,61.7299,-2.21929,83.3333,23,0,0.401715,0.401715
22,30,9.8063,7.64151,9.59468,3.64178,39.4837,-7.70774,83.3333,21,0,0.385423,0.385423
24,30,8.9373,7.68311,7.26548,2.94749,13.269,-23.4049,83.3333,7,0,0.5,0.5
22,30,9.82285,7.55921,9.73908,2.52882,42.1582,-3.80055,83.3333,21,0,0.5,0.5
29,47,4.94169,9.59251,9.86476,7.9886,766.901,-0.395069,70.7279,25,0,0.495416,0.495416
22,30,9.79253,7.34906,9.88749,2.30206,50.6179,-3.18495,83.3333,21,0,0.442235,0.442235
23,30,6.68724,2.87696,4.6037,3.50104,72.8816,-1.43282,91.2879,28,0,0.490743,0.490743
30,44,5.44688,8.15269,9.95151,7.76364,656.565,-0.442151,73.0893,27,0,0.482218,0.482218
30,44,5.44227,8.15407,9.96415,7.84107,654.934,-0.443624,72.822,27,0,0.482051,0.482051
23,30,6.74675,1.51276,4.40859,2.07378,113.343,-1.22669,92.3295,35,0,0.5,0.5
30,40,4.90062,6.51748,9.24102,5.71954,385.572,-0.618142,80.601,26,0,0.465525,0.465525
23,30,6.64457,1.19974,4.40635,0.75701,117.683,-1.06439,92.6768,31,0,0.494626,0.494626
23,30,10,7.65647,7.32327,1.44917,14.6804,-18.3322,83.3333,7,0,0.5,0.5
23,30,6.74905,1.54324,4.40731,2.53649,102.596,-1.23781,92.1212,32,0,0.5,0.5
23,30,10,7.66108,7.3234,1.46595,14.6804,-18.3322,83.3333,7,0,0.5,0.5
24,30,8.90137,7.68366,7.31685,2.40015,13.269,-23.4049,83.3333,7,0,0.5,0.5
24,32,9.99041,7.60304,7.4963,4.51911,28.4302,-9.23677,83.3333,16,0,0.34076,0.34076
23,30,10,7.44042,7.32125,1.87999,14.6804,-18.3322,83.3333,7,0,0.5,0.5
23,30,6.74961,1.53448,4.39946,2.53637,102.596,-1.23781,92.1212,32,0,0.5,0.5
29,47,4.71484,8.74094,9.87844,7.98203,788.929,-0.380864,70.2878,22,0,0.494676,0.494676
23,30,6.65484,1.43216,4.29756,0.858615,114.232,-1.03116,92.823,33,0,0.5,0.5
23,30,6.65487,1.43131,4.29826,1.68526,112.297,-1.15865,92.5134,31,0,0.496265,0.496265
23,30,6.65484,1.43216,4.29756,1.18246,115.435,-1.08609,92.6768,31,0,0.494626,0.494626
23,30,6.64969,1.48707,4.48276,1.19421,118.905,-1.12842,92.5134,30,0,0.492512,0.492512
22,30,10,7.60636,8.86013,2.32901,43.2579,-3.47771,83.3333,21,0,0.5,0.5
23,30,6.64969,1.48707,4.48276,1.95605,115.717,-1.2099,92.3295,34,0,0.49913,0.49913
23,30,6.74905,1.54324,4.40731,2.53649,102.596,-1.23781,92.1212,32,0,0.5,0.5
23,30,6.74905,1.37758,4.41112,3.04105,98.5434,-1.26698,91.8831,32,0,0.5,0.5
23,30,10,7.5703,7.36676,2.43443,14.6804,-18.3322,83.3333,7,0,0.5,0.5
23,30,10,8.44795,7.42506,1.89261,14.6804,-18.3322,83.3333,7,0,0.5,0.5
23,30,6.74905,1.54324,4.40731,2.53649,102.596,-1.23781,92.1212,32,0,0.5,0.5
23,30,6.65547,2.57715,4.14617,3.51691,96.6875,-1.39333,91.6084,30,0,0.498809,0.498809
23,30,10,7.70538,6.88252,1.89269,14.6804,-18.3322,83.3333,7,0,0.5,0.5
23,30,10,7.47587,7.44818,1.87945,14.6804,-18.3322,83.3333,7,0,0.5,0.5
24,30,8.94946,7.69332,7.31938,2.41092,13.269,-23.4049,83.3333,7,0,0.5,0.5
23,30,10,7.93162,7.42506,1.89261,14.6804,-18.3322,83.3333,7,0,0.5,0.5
23,30,6.64802,2.551,4.04114,3.47944,93.8068,-1.39657,91.2879,30,0,0.498809,0.498809
23,30,10,7.5763,6.48902,2.37591,14.6804,-18.3322,83.3333,7,0,0.5,0.5
24,30,8.95227,7.69394,7.31927,2.39153,13.269,-23.4049,83.3333,7,0,0.5,0.5
23,30,10,7.47146,7.44654,1.88269,14.6804,-18.3322,83.3333,7,0,0.5,0.5
23,30,10,7.66108,7.3234,1.46595,14.6804,-18.3322,83.3333,7,0,0.5,0.5
23,30,10,7.60684,7.34779,2.32326,14.6804,-18.3322,83.3333,7,0,0.5,0.5
23,30,10,7.70723,7.42506,1.89261,14.6804,-18.3322,83.3333,7,0,0.5,0.5
23,30,10,7.5727,7.36679,2.19023,14.6804,-18.3322,83.3333,7,0,0.5,0.5
23,30,6.63727,2.46031,4.30321,3.06192,100.753,-1.24786,91.8831,32,0,0.497419,0.497419
23,30,6.74905,1.38511,4.41112,3.04105,98.5434,-1.26698,91.8831,32,0,0.5,0.5
23,30,10,7.5727,7.36679,2.43447,14.6804,-18.3322,83.3333,7,0,0.5,0.5
23,30,10,7.47519,7.44936,1.88567,14.6804,-18.3322,83.3333,7,0,0.5,0.5
23,30,10,7.57631,7.29383,1.4023,14.6804,-18.3322,83.3333,7,0,0.5,0.5
