timeOpen,timeClose,timeHigh,timeLow,priceOpen,priceHigh,priceLow,priceClose,volume
1.63335E+12,1.63344E+12,1.63342E+12,1.6334E+12,3418.776256,3434.775447,3283.448795,3380.0892,17747154101
1.63326E+12,1.63335E+12,1.63333E+12,1.63327E+12,3390.767459,3484.605772,3348.120178,3418.35866,15516566862
1.63318E+12,1.63326E+12,1.63325E+12,1.63319E+12,3308.870403,3464.83738,3260.027538,3391.694347,19202671704
1.63309E+12,1.63318E+12,1.63317E+12,1.6331E+12,3001.129306,3329.853487,2978.654415,3307.516078,22307625573
1.633E+12,1.63309E+12,1.63307E+12,1.633E+12,2852.55884,3046.519421,2840.289485,3001.679052,17661065099
1.63292E+12,1.633E+12,1.63295E+12,1.63299E+12,2809.297584,2946.881283,2786.988236,2853.143373,15763456158
1.63283E+12,1.63292E+12,1.63285E+12,1.63292E+12,2928.963293,2970.770486,2793.360508,2807.29674,16895079070
1.63274E+12,1.63283E+12,1.63275E+12,1.63283E+12,3065.837985,3163.665008,2932.692825,2934.138798,19164053681
1.63266E+12,1.63274E+12,1.63274E+12,1.63269E+12,2926.343126,3114.857398,2744.582907,3062.265356,21172766310
1.63257E+12,1.63266E+12,1.63261E+12,1.6326E+12,2930.884835,2968.994534,2818.970351,2925.565609,18932786754
1.63248E+12,1.63257E+12,1.63249E+12,1.63253E+12,3154.562121,3159.643941,2747.33759,2931.669217,25595422789
1.6324E+12,1.63248E+12,1.63246E+12,1.6324E+12,3077.974358,3173.544696,3038.097884,3155.523734,18516291047
1.63231E+12,1.6324E+12,1.63238E+12,1.63231E+12,2763.209193,3089.082944,2741.440558,3077.867981,23742102645
1.63223E+12,1.63231E+12,1.63226E+12,1.6323E+12,2977.310443,3101.697582,2676.407415,2764.431131,30405062665
1.63214E+12,1.63223E+12,1.63214E+12,1.63218E+12,3329.670715,3343.325417,2940.83916,2958.993505,27371684581
1.63205E+12,1.63214E+12,1.63208E+12,1.63213E+12,3433.287959,3448.322105,3286.172425,3329.447895,14257609743
1.63197E+12,1.63205E+12,1.632E+12,1.63197E+12,3397.422739,3540.807599,3371.892406,3432.018235,15995220233
1.63188E+12,1.63197E+12,1.63189E+12,1.63196E+12,3569.56821,3589.30514,3356.449969,3398.538778,17722363229
1.63179E+12,1.63188E+12,1.63181E+12,1.63187E+12,3613.073624,3673.310899,3489.805745,3571.294935,20093903064
1.63171E+12,1.63179E+12,1.63179E+12,1.63173E+12,3431.217226,3615.282616,3365.913036,3615.282616,17548551804
1.63162E+12,1.63171E+12,1.63171E+12,1.63162E+12,3286.316364,3429.169637,3273.630979,3429.169637,19125420848
1.63153E+12,1.63162E+12,1.63154E+12,1.63159E+12,3407.471983,3426.502309,3121.514068,3285.511766,22721552948
1.63145E+12,1.63153E+12,1.63149E+12,1.63145E+12,3270.291796,3462.468143,3235.109446,3410.134593,16810411424
1.63136E+12,1.63145E+12,1.63141E+12,1.63136E+12,3209.030519,3346.526338,3208.961933,3270.278125,18627122934
1.63128E+12,1.63136E+12,1.63128E+12,1.63136E+12,3425.564999,3512.571171,3157.059009,3211.50584,22355974097
1.63119E+12,1.63128E+12,1.63122E+12,1.63123E+12,3452.548381,3562.99258,3400.51715,3427.340186,24118055831
1.6311E+12,1.63119E+12,1.63118E+12,1.63113E+12,3428.378072,3559.121226,3224.764784,3497.315123,31738430771
1.63102E+12,1.6311E+12,1.63102E+12,1.63107E+12,3926.527523,3945.314094,3062.222406,3426.394318,39131346397
1.63093E+12,1.63102E+12,1.63101E+12,1.63097E+12,3951.520814,3968.426483,3868.994449,3928.379438,18674691198
1.63084E+12,1.63093E+12,1.63092E+12,1.63087E+12,3886.330957,3979.186586,3838.487399,3952.133497,18371468576
